,0
SHOT_DIST,0.4527829791446096
CLOSE_DEF_DIST,0.14950169554673565
SHOT_CLOCK,0.1097250901793421
TOUCH_TIME,0.09496479649719691
CLOCK_TOUCH,0.07917922142180137
HEIGHT_CLOSE,0.0752600339602534
HEIGHT_DIFFERENTIAL,0.03858618325006099
