Feature,Importance
elbow_transfer_fp_br,0.6371791668097894
max_shoulder_internal_rotational_velo,0.14474755114876983
max_shoulder_horizontal_abduction,0.1417236641426492
max_shoulder_external_rotation,0.07634961789879159
