Feature,Coefficient
elbow_transfer_fp_br,2.8453910236545137
max_shoulder_internal_rotational_velo,1.1979798030098274
max_shoulder_horizontal_abduction,0.528524408934539
max_shoulder_external_rotation,0.357289378402388
