Feature,MI_Score
SHOT_DIST,0.024632984178608375
CLOSE_DEF_DIST,0.0018227697707309254
TOUCH_TIME,0.002549996088094808
DRIBBLES,0.0017363129257690346
SHOT_CLOCK,0.01007213179688371
SHOOTER_HEIGHT,0.0026521895824533903
DEFENDER_HEIGHT,0.0018299731367619199
HEIGHT_DIFFERENTIAL,0.001298668300434791
