SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME,SHOT_CLOCK,HEIGHT_DIFFERENTIAL,HAS_HEIGHT_ADVANTAGE,LOW_CLOCK,LONG_TOUCH,HIGH_DRIBBLE,SHOT_EVENT_ID
24.0,11.3,0.9,7.2,-4.0,0,0,0,0,0bb74b34682b
1.7,2.5,0.8,11.5,3.0,0,0,0,0,c7deedbefc49
24.5,3.3,2.4,10.2,0.0,0,0,0,0,21be9e8dab9f
18.5,1.4,6.0,12.0,2.0,0,0,0,0,13aabbb7fafb
6.5,4.4,11.2,1.8,-10.0,0,1,1,1,f3beec22c8e0
3.3,3.4,6.4,18.0,-6.0,0,0,0,1,23be6d6139b8
24.3,4.8,1.0,21.3,1.0,0,0,0,0,f786059c5cdb
24.8,4.5,4.3,0.0,-2.0,0,1,0,0,e55d39945866
6.6,3.1,2.7,12.5,-3.0,0,0,0,0,968d54a9717f
12.0,4.8,4.2,16.5,2.0,0,0,0,0,5c04eb95b88a
5.8,2.4,3.7,10.0,-2.0,0,0,0,0,e24ece60ccee
25.4,6.5,0.8,13.0,-5.0,0,0,0,0,ee69e9e27fb8
0.8,0.3,1.0,24.0,-3.0,0,0,0,0,84ee68c13b5e
21.7,3.3,2.4,11.1,-2.0,0,0,0,0,76cc72adddb7
12.5,5.9,6.6,9.2,-2.0,0,0,0,1,d2c05e2d7a4a
25.3,13.5,1.5,21.9,1.0,0,0,0,0,07654e064b3e
11.2,3.5,7.0,17.1,1.0,0,0,0,1,c2b10fc2b7c5
22.7,3.2,2.6,1.3,4.0,0,1,0,0,e052c5c3e76b
12.2,2.8,3.3,10.6,1.0,0,0,0,0,d2c0a3fa0c05
14.6,2.7,6.7,6.0,-1.0,0,0,0,0,8de19450adc5
11.7,6.5,1.4,0.0,-9.0,0,1,0,0,d36ea1b498e9
18.9,3.2,2.4,12.9,2.0,0,0,0,0,2df4bb152628
4.9,5.3,0.8,21.0,1.0,0,0,0,0,51e68c8d091c
18.5,1.6,10.9,14.1,-1.0,0,0,1,1,629e1725f714
20.1,5.7,1.4,5.2,1.0,0,0,0,0,e9659128daf7
9.1,4.5,2.3,10.6,-1.0,0,0,0,0,4b317a780696
6.2,2.3,8.4,10.6,-6.0,0,0,0,1,739a236d0891
0.9,3.1,1.0,7.1,-2.0,0,0,0,0,190f6a434fa5
25.2,2.9,0.8,8.1,0.0,0,0,0,0,286413815dcd
22.5,4.7,0.7,9.8,1.0,0,0,0,0,f1dbfc8d602e
12.0,3.8,5.4,8.0,1.0,0,0,0,0,244c7c99cabe
25.2,4.3,1.0,3.9,1.0,0,1,0,0,33164593105d
25.4,2.4,0.8,3.0,5.0,1,1,0,0,cd56a11d1dd5
4.2,0.3,6.4,9.2,0.0,0,0,0,0,4a4b8eda704f
18.7,8.3,0.9,17.7,-1.0,0,0,0,0,2991a609323e
26.0,8.6,1.0,15.3,0.0,0,0,0,0,0d7b04822e78
21.0,2.5,2.3,9.9,1.0,0,0,0,0,e1c4435b33a1
9.8,5.2,7.1,16.0,1.0,0,0,0,1,6bb696f89fba
9.3,5.8,1.5,0.0,-1.0,0,1,0,0,9ff22f1f4ad3
1.3,2.6,3.4,13.6,-5.0,0,0,0,0,66b170d693b6
20.5,3.4,1.9,16.5,3.0,0,0,0,0,1b0cdcb334ea
4.7,0.1,5.1,14.1,-3.0,0,0,0,1,009517c8c5c7
25.4,3.8,1.8,13.0,-5.0,0,0,0,0,25dc79ccca2a
21.1,4.4,5.1,17.5,0.0,0,0,0,1,971b902a9643
25.0,3.3,2.0,8.3,1.0,0,0,0,0,62ef6c6c745c
5.0,2.3,4.7,12.9,-3.0,0,0,0,0,c78f740f6d29
9.2,3.2,2.7,4.4,6.0,1,1,0,0,2518f5f2cd83
4.7,3.7,0.8,23.7,5.0,1,0,0,0,4c2609dd0188
21.1,5.7,4.1,13.8,-4.0,0,0,0,0,f721754f0cd2
19.8,4.6,0.8,18.6,0.0,0,0,0,0,bd9662ef3ed3
9.5,2.4,8.8,17.0,-3.0,0,0,0,1,29a98b50f4e1
2.8,6.2,2.3,17.6,-8.0,0,0,0,0,7c598bd3dcd8
2.4,1.1,0.0,24.0,-1.0,0,0,0,0,2d2149a172b5
2.1,0.8,4.3,10.0,-6.0,0,0,0,0,f79f4d180010
20.5,2.7,1.3,9.3,-1.0,0,0,0,0,c6cd6cacd371
14.4,10.7,0.0,24.0,-7.0,0,0,0,0,92be2978daf5
12.4,3.1,2.2,10.6,2.0,0,0,0,0,104d48278c62
7.5,3.4,1.0,8.5,-1.0,0,0,0,0,69fcd8c2b4f5
22.8,3.0,2.1,9.5,5.0,1,0,0,0,c1d742563d9d
2.2,1.6,0.0,24.0,3.0,0,0,0,0,0e0e43f11d2f
5.0,3.4,2.8,0.0,0.0,0,1,0,0,10f3bc9eb7e0
10.7,2.4,1.4,15.1,2.0,0,0,0,0,361b7e44f1ee
8.6,2.6,4.3,4.1,0.0,0,1,0,1,91df78196605
0.6,3.4,0.7,9.8,-5.0,0,0,0,0,f36b8a93c6d4
20.5,5.4,1.9,16.2,-8.0,0,0,0,0,d872d9ae763d
6.8,2.2,0.0,23.2,5.0,1,0,0,0,8f1d5335a512
25.4,3.0,2.0,13.7,-5.0,0,0,0,0,0312e363db5f
5.2,1.7,5.1,18.0,-2.0,0,0,0,1,0eae2d7a5651
19.7,2.8,2.2,5.2,1.0,0,0,0,0,8598e7f0ab3c
21.0,3.5,13.2,11.4,-2.0,0,0,1,1,867f5d77bf28
23.2,4.7,0.7,12.3,0.0,0,0,0,0,0ca90482e430
24.4,8.2,1.0,8.7,3.0,0,0,0,0,78cd36f5281b
12.4,4.8,2.4,6.0,0.0,0,0,0,0,c4800528b700
3.0,1.9,2.0,22.5,-9.0,0,0,0,0,395ed5cf96a4
4.0,1.4,0.8,21.0,2.0,0,0,0,0,ceae26bbe094
15.8,3.8,2.0,8.7,-4.0,0,0,0,0,6f8081128749
2.7,0.1,4.3,11.7,0.0,0,0,0,0,05c3fc3ae371
14.1,3.0,4.1,12.0,-3.0,0,0,0,0,bf3a5c9ab904
16.6,4.0,6.0,16.0,-4.0,0,0,0,1,645aa67928cf
16.1,0.1,1.0,3.0,1.0,0,1,0,0,99f050b1a872
1.6,9.4,0.8,20.2,1.0,0,0,0,0,246e4122b97a
2.4,0.1,1.9,8.6,1.0,0,0,0,0,270502ebf8d0
6.7,4.2,4.3,19.9,-3.0,0,0,0,0,bcd032575a7d
2.0,0.7,3.1,12.5,-1.0,0,0,0,0,5cf7209db60e
20.2,6.1,0.8,14.6,-1.0,0,0,0,0,8347dcb49447
19.3,3.8,1.5,15.8,5.0,1,0,0,0,1b1f22e29ce2
22.5,4.4,0.9,11.9,0.0,0,0,0,0,a15881045412
24.0,2.8,0.9,14.6,1.0,0,0,0,0,fe0ee395c747
0.8,0.3,0.0,24.0,0.0,0,0,0,0,d03aa56430fc
4.8,0.3,1.3,7.3,3.0,0,0,0,0,12d7d85773ba
7.0,1.2,2.8,8.8,1.0,0,0,0,0,0ea29efbb047
2.9,1.9,5.4,12.0,-6.0,0,0,0,0,f06bf7efb52f
18.3,6.2,3.8,19.8,-3.0,0,0,0,0,74ca83784aa6
20.7,7.7,1.3,0.6,-2.0,0,1,0,0,ac02f81b5f3f
22.7,2.6,0.8,12.5,0.0,0,0,0,0,6ac7928b65a2
19.5,3.4,0.7,7.1,1.0,0,0,0,0,7e1f19c241d7
25.0,6.8,5.2,0.0,-7.0,0,1,0,1,13f530f00bb4
6.0,2.0,1.6,14.3,8.0,1,0,0,0,0acaee97d1f3
22.2,4.5,2.2,17.4,-1.0,0,0,0,0,fdde52d23a39
19.2,4.8,3.4,16.2,1.0,0,0,0,0,cc41d778f082
24.5,7.1,0.9,6.6,1.0,0,0,0,0,6ca15c13cc68
20.9,4.4,1.0,9.1,0.0,0,0,0,0,0c917b7c7ea3
8.9,0.4,1.5,7.7,1.0,0,0,0,0,f902fa032f37
16.7,4.3,0.9,14.7,-3.0,0,0,0,0,0a8cc490a5a9
25.3,12.9,0.8,5.3,2.0,0,0,0,0,b7b0e8bc3f7f
3.8,8.5,2.4,19.9,4.0,0,0,0,0,2eb6a90a8bf5
3.3,1.1,0.8,24.0,-5.0,0,0,0,0,ddbf9e5f1295
23.0,6.7,0.6,15.0,3.0,0,0,0,0,800333677f5d
9.6,3.0,4.6,4.6,-2.0,0,1,0,0,5021aa1f8804
25.0,5.9,1.2,6.8,-5.0,0,0,0,0,a1362a32532e
7.4,3.9,0.9,2.8,4.0,0,1,0,0,591068f97ab4
21.3,6.2,8.8,15.4,-3.0,0,0,0,1,60d62faac8bd
24.3,15.8,1.0,5.6,-11.0,0,0,0,0,b14b39f75f13
2.3,2.0,4.9,5.0,-1.0,0,1,0,0,b9d7f9dfaa0c
20.8,5.8,0.8,12.6,-1.0,0,0,0,0,bca4ddc40a5d
23.6,3.7,3.1,7.6,-7.0,0,0,0,0,3394fb27fb26
2.5,2.1,1.7,9.0,-3.0,0,0,0,0,db9a1c0a0e55
38.8,11.1,5.2,16.8,2.0,0,0,0,0,b7ffafefc01a
26.1,4.3,6.0,18.7,1.0,0,0,0,1,629050db2810
23.5,4.2,0.7,16.3,-1.0,0,0,0,0,a432dcf43279
11.7,3.3,6.7,7.2,2.0,0,0,0,1,13409dd0246a
6.2,0.9,8.4,1.6,3.0,0,1,0,0,1cb4d2db8296
27.1,4.2,0.7,2.0,1.0,0,1,0,0,e4824b3f98a4
25.5,5.0,1.8,7.3,0.0,0,0,0,0,8c6bf4fbbc90
24.0,3.9,0.9,12.1,3.0,0,0,0,0,be11e3829f50
24.4,5.4,2.0,6.3,-13.0,0,0,0,0,3fa41cd1c9d0
24.2,6.0,0.8,17.2,-2.0,0,0,0,0,9099f158caed
21.0,4.2,7.3,15.7,-2.0,0,0,0,1,b0815166217e
4.4,0.4,2.1,8.0,0.0,0,0,0,0,01d4e39e46de
22.1,8.6,0.7,3.0,3.0,0,1,0,0,7414ed672232
23.4,10.2,1.0,8.3,-2.0,0,0,0,0,bb3f3f3a135b
23.4,5.8,10.2,4.3,-4.0,0,1,1,1,58af430bf18d
3.9,3.0,5.2,8.0,-1.0,0,0,0,0,f2548b06099d
8.2,3.6,15.2,8.8,-6.0,0,0,1,1,6c89320b4b26
22.6,3.3,0.8,11.2,1.0,0,0,0,0,504e85495d20
25.1,6.9,0.8,12.1,-2.0,0,0,0,0,9e23c1418597
34.7,4.3,4.2,0.0,-1.0,0,1,0,0,675543ab7cd5
24.0,2.6,5.3,0.0,-1.0,0,1,0,1,711f4832c90f
24.9,6.9,0.7,15.3,-1.0,0,0,0,0,9c0ea9aec6b2
24.2,11.1,0.8,3.3,-1.0,0,1,0,0,c42b8461acda
15.9,3.0,2.8,2.8,-2.0,0,1,0,0,b96960597c44
6.8,6.9,4.8,7.6,-1.0,0,0,0,0,64371e47426a
5.9,4.4,6.1,10.6,-3.0,0,0,0,1,4558a694189f
18.4,3.2,2.5,13.2,1.0,0,0,0,0,3432226480bf
5.1,1.8,3.4,17.8,-9.0,0,0,0,0,098ddfd34ea6
2.2,2.6,3.6,7.6,-4.0,0,0,0,0,abaab3041e01
2.8,1.2,4.3,7.0,-1.0,0,0,0,0,534a3ebb9c8d
7.0,1.4,5.8,8.5,1.0,0,0,0,1,a9f319b4255d
17.2,0.2,4.8,8.9,0.0,0,0,0,0,9a452124d85d
12.3,4.6,2.8,11.6,-3.0,0,0,0,0,363222f1cb5c
24.5,3.9,1.1,17.0,0.0,0,0,0,0,142ed970e17b
2.7,1.5,5.9,17.4,-6.0,0,0,0,1,0e8f7b62824f
22.3,3.5,0.8,12.7,0.0,0,0,0,0,9cc95b2d7ffc
2.2,6.6,0.0,21.9,4.0,0,0,0,0,312806c6e049
28.0,2.1,2.4,1.0,0.0,0,1,0,0,f63d600bb4aa
24.4,14.9,1.2,19.1,-6.0,0,0,0,0,a6d9d53a8343
3.5,4.4,5.3,19.3,4.0,0,0,0,0,b1b36efa2636
21.1,12.0,0.9,11.5,-2.0,0,0,0,0,22113f5cc5aa
2.6,2.5,3.8,12.5,0.0,0,0,0,0,9884da12b004
3.6,2.1,0.5,12.5,7.0,1,0,0,0,ea677b3d1af4
26.6,3.6,1.1,0.0,-3.0,0,1,0,0,0d917649a925
26.3,3.1,1.2,15.0,3.0,0,0,0,0,219679ae9eda
6.0,4.0,0.0,0.0,2.0,0,1,0,0,dd408f0f0d69
23.0,3.5,4.8,14.6,-4.0,0,0,0,1,ef7396ad6969
1.9,0.2,1.8,21.6,1.0,0,0,0,0,60dd5dcf6b1b
23.7,3.5,1.0,0.0,-1.0,0,1,0,0,6594cf601a70
1.7,0.6,0.7,8.3,1.0,0,0,0,0,d860f7a078c8
6.8,1.8,1.5,9.2,2.0,0,0,0,0,3b13554d6427
25.1,4.7,0.6,8.4,4.0,0,0,0,0,e228dd2d0400
22.7,6.5,9.5,0.0,5.0,1,1,0,0,1c85a5353d12
22.8,4.2,7.7,8.7,3.0,0,0,0,1,96bd4fae1b2f
23.3,4.5,0.9,11.0,-5.0,0,0,0,0,17dae909f910
16.8,4.7,3.2,6.5,-9.0,0,0,0,0,097cb6ead4fd
4.2,1.6,2.4,0.9,-1.0,0,1,0,0,b794f7c0bc38
12.6,3.5,3.2,2.2,4.0,0,1,0,0,9f3225ab1e2c
7.1,2.2,3.4,11.1,0.0,0,0,0,0,f91ba4058142
6.2,4.5,2.1,0.0,0.0,0,1,0,0,8859de89367e
5.9,3.7,7.5,16.0,-3.0,0,0,0,1,cfe636a2a30f
15.1,4.6,2.4,6.5,-2.0,0,0,0,0,c0b0feffc920
0.8,3.1,0.6,12.2,2.0,0,0,0,0,5118253cb4c9
4.9,1.5,2.1,7.5,-3.0,0,0,0,0,a5b00d5bcbbf
3.8,16.5,2.3,22.2,2.0,0,0,0,0,66e9aa37dd98
24.1,3.8,1.1,18.1,2.0,0,0,0,0,f0d2a696b18f
23.0,5.3,1.0,22.6,-2.0,0,0,0,0,fb872d46b85e
13.8,2.9,4.1,7.3,3.0,0,0,0,0,3406410f7323
19.8,2.3,7.6,16.5,0.0,0,0,0,1,4ac24ed13779
4.7,2.1,0.8,19.6,1.0,0,0,0,0,ab3ddc85421e
20.0,4.5,1.3,9.2,-3.0,0,0,0,0,353d743fb6bb
2.8,1.8,0.4,0.0,3.0,0,1,0,0,56b86755af33
2.4,0.1,1.2,19.0,-4.0,0,0,0,0,ee8f70c6edd7
12.6,2.8,9.6,2.1,0.0,0,1,0,0,1b1044a3fb36
10.5,3.1,3.3,10.5,-4.0,0,0,0,0,f9aa6e9226fd
24.5,14.7,0.9,5.2,1.0,0,0,0,0,1c7cad700cfa
16.6,3.8,2.1,13.9,0.0,0,0,0,0,f764cccd7638
1.0,2.3,1.1,11.1,-2.0,0,0,0,0,ba19ab753535
18.7,6.8,0.8,5.3,-1.0,0,0,0,0,ef673f734a84
8.8,2.1,2.9,7.7,-1.0,0,0,0,0,6207492cb562
24.9,6.2,0.8,8.7,0.0,0,0,0,0,a89465960125
14.2,5.4,1.1,4.0,4.0,0,1,0,0,2c259607f9ad
9.2,2.8,0.6,10.0,4.0,0,0,0,0,7fb260ad486a
16.5,2.9,4.1,18.5,0.0,0,0,0,0,eb7b64228bff
17.5,3.8,1.3,10.2,-4.0,0,0,0,0,cb8fe8424529
4.9,2.0,1.8,16.5,4.0,0,0,0,0,bd38394c61fc
22.8,2.6,0.7,4.2,-1.0,0,1,0,0,d9c970c1e286
24.7,10.1,1.3,17.2,2.0,0,0,0,0,2cd65785d663
17.5,4.9,2.0,12.8,-2.0,0,0,0,0,5ec21c8caa66
1.4,2.9,3.6,15.1,-11.0,0,0,0,0,193656f3fca9
23.0,7.9,1.2,15.6,-2.0,0,0,0,0,db032cce6c63
3.4,1.7,1.6,4.5,2.0,0,1,0,0,f95615c755e8
16.7,5.2,0.8,6.8,1.0,0,0,0,0,8df8d8cbf6e5
25.2,7.3,0.9,12.9,1.0,0,0,0,0,8886f1219478
1.9,3.5,7.3,17.1,-4.0,0,0,0,1,8db98bd0428b
24.7,6.0,0.8,5.7,-1.0,0,0,0,0,7320cc7943d1
6.2,2.8,0.6,13.9,-2.0,0,0,0,0,5e39b4727c0d
18.7,5.0,9.4,14.8,-6.0,0,0,0,1,cb57e545caf2
3.3,1.4,2.1,15.6,2.0,0,0,0,0,620b31700be0
8.1,4.1,1.4,7.7,2.0,0,0,0,0,0a047334cf21
24.5,5.7,0.7,15.8,-3.0,0,0,0,0,e4fb01b8db5e
21.1,3.8,0.9,5.1,0.0,0,0,0,0,784c74b4dc6d
22.8,8.8,0.9,10.6,-3.0,0,0,0,0,2917aadc79de
24.2,6.3,3.2,19.6,-3.0,0,0,0,0,2ada6e364cf4
23.7,4.1,1.1,12.3,4.0,0,0,0,0,a55d2a79009a
22.7,3.9,1.2,16.8,-9.0,0,0,0,0,7d45e1a55b07
25.7,7.0,1.1,20.4,-3.0,0,0,0,0,a241441a29a4
7.6,2.7,3.1,0.0,-1.0,0,1,0,0,63929689d68d
23.4,3.4,1.2,14.0,0.0,0,0,0,0,2436b06902c5
19.1,4.4,1.6,3.9,-1.0,0,1,0,0,c32e0a7cc1cc
4.4,1.2,3.5,12.7,1.0,0,0,0,0,963853a659dd
23.9,6.5,5.0,17.4,2.0,0,0,0,0,c113b6d2e510
10.6,2.9,0.7,11.2,0.0,0,0,0,0,6a9eb3cf1fcf
25.6,6.1,1.1,15.8,1.0,0,0,0,0,79f51dc1c882
17.7,4.8,5.3,4.9,-2.0,0,1,0,0,252e748fbecf
0.8,4.1,0.9,19.1,-2.0,0,0,0,0,8baf8adc9b39
22.1,5.1,10.1,13.9,-7.0,0,0,1,1,819b5fdb2fd3
6.4,1.7,1.0,17.4,0.0,0,0,0,0,de5e6e93dd23
3.5,3.5,7.1,17.4,-3.0,0,0,0,1,02375830a1d1
24.3,6.7,0.8,4.1,3.0,0,1,0,0,5edd5ff3d9a3
18.4,5.6,2.4,11.9,-4.0,0,0,0,0,f5c61b9dadf7
15.5,6.3,2.8,13.3,0.0,0,0,0,0,068e938c3c18
3.6,4.0,0.6,17.7,1.0,0,0,0,0,9e0a9c0048fa
20.9,12.6,1.0,3.4,0.0,0,1,0,0,22e6ff6a5b3f
2.9,1.1,0.6,9.3,0.0,0,0,0,0,cdcc82f35b3d
3.8,1.2,3.7,11.3,-2.0,0,0,0,0,4efa9d1a3edb
23.7,6.1,1.2,15.2,-4.0,0,0,0,0,ddaa0e2fc358
26.5,3.4,1.0,9.0,3.0,0,0,0,0,440aedb0382d
1.2,0.6,2.8,15.7,-6.0,0,0,0,0,36fd946ad4b7
2.9,2.6,1.8,7.4,2.0,0,0,0,0,1fa23caa8018
18.3,8.7,0.9,6.5,7.0,1,0,0,0,6f6743c44751
1.0,1.8,0.7,24.0,3.0,0,0,0,0,6ae7103a4024
15.0,2.2,3.7,11.3,-4.0,0,0,0,0,10ec4440449e
18.5,3.6,1.0,7.0,1.0,0,0,0,0,d49070269d5d
6.2,5.2,0.0,13.4,-7.0,0,0,0,0,9f3bec4a5090
0.5,2.9,1.3,11.5,0.0,0,0,0,0,d16bd70ac40d
15.6,2.8,2.5,20.1,-8.0,0,0,0,0,cf8644a282f9
6.7,3.4,4.2,19.4,0.0,0,0,0,0,427f33dd0d80
2.1,2.0,2.0,19.6,-6.0,0,0,0,0,70a537b90303
4.1,2.5,5.0,9.1,-2.0,0,0,0,0,022d341552f0
3.8,0.2,2.1,16.2,3.0,0,0,0,0,eb25989d68e5
13.9,6.5,2.9,11.2,1.0,0,0,0,0,fa74025762a1
24.8,5.6,0.8,11.4,5.0,1,0,0,0,7ac271d285b9
10.6,3.6,0.8,3.2,2.0,0,1,0,0,10f15c3b5f64
21.0,2.8,1.8,9.2,0.0,0,0,0,0,75bfab327115
21.5,6.7,0.8,13.7,8.0,1,0,0,0,7a9d96278f82
25.4,5.8,0.8,5.1,0.0,0,0,0,0,51cd0a1c6447
10.4,4.0,2.6,1.1,-12.0,0,1,0,0,415725c5cadb
20.6,3.4,5.3,17.1,-1.0,0,0,0,1,fb3c21d22c0b
6.5,4.9,4.2,2.5,-3.0,0,1,0,1,cf8258aa276d
6.4,2.3,2.4,11.7,-1.0,0,0,0,0,48a1ff15cd5d
7.5,1.5,1.0,23.1,2.0,0,0,0,0,bec2982b5c21
16.3,3.8,2.6,7.9,-1.0,0,0,0,0,3bb699a70497
18.6,2.4,2.1,17.3,2.0,0,0,0,0,dc3887536dfa
12.8,3.1,3.6,0.0,-7.0,0,1,0,1,f8ec720a8d11
23.1,3.6,1.4,17.6,0.0,0,0,0,0,70f98fc3fc1b
3.5,4.9,0.8,15.9,-1.0,0,0,0,0,23430f94a0ef
19.8,5.7,1.2,10.9,1.0,0,0,0,0,847a21f5a646
1.1,2.0,1.9,17.9,-3.0,0,0,0,0,776c2c743e15
6.4,2.4,12.0,11.8,3.0,0,0,1,1,b341110cc630
1.4,3.5,0.7,9.1,-1.0,0,0,0,0,1ab51789ef2a
26.3,2.7,1.4,4.4,2.0,0,1,0,0,b9822f56b38d
24.8,9.2,3.9,20.8,-3.0,0,0,0,0,314fa424985e
26.4,8.8,0.8,13.0,-3.0,0,0,0,0,4a4ec7de11fe
18.9,3.0,4.2,8.5,-2.0,0,0,0,0,df0eab93906b
12.9,4.2,6.4,16.2,-3.0,0,0,0,1,a6e7f4983f33
20.7,3.6,0.8,6.9,2.0,0,0,0,0,a725b262ab3e
25.7,6.1,1.1,24.0,-2.0,0,0,0,0,e117d0440204
7.4,3.6,0.0,12.0,8.0,1,0,0,0,307991db8997
2.8,1.6,6.7,16.7,1.0,0,0,0,1,e199a827735b
5.1,4.7,0.8,13.0,-1.0,0,0,0,0,6d351a1cdf08
20.3,12.2,0.9,10.6,4.0,0,0,0,0,5abd6c1f3792
19.9,5.4,1.9,5.2,1.0,0,0,0,0,260ee817c854
5.4,3.0,0.7,17.1,-1.0,0,0,0,0,e7c310a3174e
22.4,5.5,0.7,14.5,-3.0,0,0,0,0,8a31e3b2c274
18.4,4.3,6.3,5.6,-11.0,0,0,0,1,b6409cd4ca7a
24.7,6.4,0.9,13.4,-3.0,0,0,0,0,8ee3522918f4
4.6,3.3,1.5,20.6,-3.0,0,0,0,0,30572b8c5a06
12.3,2.6,17.5,5.7,-5.0,0,0,1,1,4ce3766c3612
4.6,3.7,0.2,20.0,-3.0,0,0,0,0,07cba7a95bae
24.0,5.6,0.8,9.0,1.0,0,0,0,0,100fc0fef056
11.4,4.5,1.0,11.7,1.0,0,0,0,0,ce2b7f1f49ab
4.8,0.0,3.2,13.0,1.0,0,0,0,0,ad743fca44ad
22.1,4.8,8.4,15.8,-1.0,0,0,0,1,4dcad05d4594
0.8,2.0,0.0,24.0,-6.0,0,0,0,0,d48775ca4c7a
15.8,3.9,2.6,9.1,0.0,0,0,0,0,43f5f8befe05
19.7,6.8,1.0,10.2,-1.0,0,0,0,0,d707cc23dac0
25.4,6.5,1.1,13.2,-1.0,0,0,0,0,56b1a939d493
22.6,5.3,1.8,9.3,2.0,0,0,0,0,e680f699dd82
25.9,6.2,0.8,0.0,0.0,0,1,0,0,c228c983765d
4.9,3.1,0.8,14.9,4.0,0,0,0,0,effd432a2ace
17.5,6.5,1.0,7.9,-1.0,0,0,0,0,97c6608f3f01
24.7,12.4,1.1,19.3,-4.0,0,0,0,0,afd4690ff814
25.8,5.8,0.9,18.5,-2.0,0,0,0,0,e97007a9b7e1
24.2,5.4,2.2,10.1,1.0,0,0,0,0,b4147ee7ea50
22.8,5.3,0.7,20.9,1.0,0,0,0,0,e2270ca35cd3
21.4,8.6,0.7,14.8,-3.0,0,0,0,0,4940b91f21a0
4.4,4.3,1.2,10.5,2.0,0,0,0,0,446f40f21910
22.4,2.5,0.6,13.0,-2.0,0,0,0,0,2db77359ec56
8.3,1.0,3.0,20.1,0.0,0,0,0,0,f303c640a894
12.1,4.4,0.8,17.4,-3.0,0,0,0,0,be32932d862f
25.6,6.3,0.9,3.9,-5.0,0,1,0,0,da6209fe8307
25.3,5.6,1.0,8.1,-2.0,0,0,0,0,4e961932a1ba
26.3,5.4,8.5,15.7,1.0,0,0,0,1,ca16ab9a64e6
21.4,4.6,2.2,12.7,-1.0,0,0,0,0,555117f10c07
16.3,2.3,4.0,0.0,0.0,0,1,0,1,4cf2f5b46dcd
24.0,12.7,2.0,17.2,-3.0,0,0,0,0,8976d8a2062e
18.4,5.0,2.5,16.4,-2.0,0,0,0,0,a2c0e639e855
4.6,4.4,2.6,10.3,-3.0,0,0,0,0,e0a055551223
2.0,1.7,4.8,8.3,0.0,0,0,0,0,e8a6ead92864
20.0,5.1,1.2,6.1,-1.0,0,0,0,0,1514989e7ca9
23.7,3.1,1.3,20.1,0.0,0,0,0,0,56bb41b73572
2.4,1.1,0.3,24.0,2.0,0,0,0,0,f0e7743fd125
6.8,3.3,1.3,20.1,4.0,0,0,0,0,09c60eb6cc3f
20.0,5.4,6.4,1.3,-12.0,0,1,0,1,c702a05095d4
6.2,0.7,1.8,0.0,-1.0,0,1,0,0,0e5f39f8cbbb
23.7,3.8,0.8,6.2,-1.0,0,0,0,0,13f3e04e5e16
24.2,2.6,0.6,15.0,2.0,0,0,0,0,b38e9765a152
12.5,5.7,5.5,18.4,-8.0,0,0,0,1,2bc6e805bf0e
26.8,3.2,4.9,0.0,0.0,0,1,0,0,0814d9e7c4b8
5.1,1.9,4.0,3.1,-5.0,0,1,0,1,6c035c81126b
5.9,1.6,1.6,7.6,1.0,0,0,0,0,3fe3a3b3a9d3
18.2,4.0,1.8,4.0,0.0,0,1,0,0,1f96462f6d1a
2.8,1.7,1.3,10.6,3.0,0,0,0,0,f3e112c156c4
3.7,1.3,0.8,10.7,-3.0,0,0,0,0,918e6a44d62b
20.6,6.6,1.0,11.6,0.0,0,0,0,0,4f26d0416f4b
24.8,10.7,1.7,13.6,-1.0,0,0,0,0,dfd922a66956
3.4,2.4,12.3,12.0,-9.0,0,0,1,1,d5651b2ee7a3
23.1,6.6,0.9,13.6,-2.0,0,0,0,0,11d8da1b239b
24.6,5.4,0.9,18.1,3.0,0,0,0,0,48d91e33448e
22.7,4.6,1.0,19.9,1.0,0,0,0,0,f60b591c82e7
20.2,9.8,0.9,7.2,1.0,0,0,0,0,2c165f4ff850
26.4,4.8,0.8,11.0,-2.0,0,0,0,0,34fcf830d35d
32.4,3.9,2.1,2.7,-4.0,0,1,0,0,c524c6936c39
14.3,3.5,7.8,17.0,2.0,0,0,0,1,9fe7872198fa
28.1,4.2,7.5,6.4,3.0,0,0,0,1,daec38e9ed68
6.8,2.1,5.2,9.3,2.0,0,0,0,0,d1c0eddfc988
14.9,4.3,1.7,11.7,-1.0,0,0,0,0,0505eed0eaea
5.4,0.9,1.7,14.7,1.0,0,0,0,0,397ae700e17c
1.9,1.0,0.2,7.7,1.0,0,0,0,0,1bc3500ce2fa
4.1,2.6,5.8,9.4,1.0,0,0,0,1,afcf5ea02f55
5.3,2.1,5.2,13.9,-1.0,0,0,0,0,dde74ae518b0
4.8,1.8,1.5,10.2,-3.0,0,0,0,0,59922dac0524
17.3,6.6,0.9,10.8,-5.0,0,0,0,0,355d274f9571
24.9,4.0,0.7,3.2,3.0,0,1,0,0,aa2060144c20
4.9,2.0,1.1,8.0,-3.0,0,0,0,0,4e85eb0a2ef3
18.6,2.1,3.0,9.5,6.0,1,0,0,0,6e73b2421cd0
5.0,2.4,1.1,10.3,4.0,0,0,0,0,62b41629528b
24.6,9.1,1.0,17.1,7.0,1,0,0,0,ab116df68927
24.1,2.2,2.7,21.1,-1.0,0,0,0,0,ce712434e61b
4.3,5.1,0.4,13.4,0.0,0,0,0,0,6df17ad06e3a
