SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME,SHOT_CLOCK,HEIGHT_DIFFERENTIAL,HAS_HEIGHT_ADVANTAGE,LOW_CLOCK,LONG_TOUCH,HIGH_DRIBBLE,SHOT_EVENT_ID
19.4,3.0,5.6,18.5,2.0,0,0,0,1,efdbf5322aee
26.4,8.7,0.9,9.7,3.0,0,0,0,0,0694f501e2ce
3.6,1.9,4.0,20.1,-8.0,0,0,0,0,0335b28ab943
14.6,11.1,0.9,19.0,-2.0,0,0,0,0,347d1714ac21
5.7,4.6,11.0,24.0,-6.0,0,0,1,1,1cbb45fd06f2
25.5,4.1,1.7,1.3,0.0,0,1,0,0,e6c1c0fdaea3
24.9,5.5,1.5,18.4,-4.0,0,0,0,0,b04323427dfd
6.6,3.7,1.9,8.8,4.0,0,0,0,0,b9938dbb7571
22.4,3.2,2.3,9.4,-1.0,0,0,0,0,bc066d62a2f6
25.5,6.2,0.7,0.0,-2.0,0,1,0,0,86499f2be485
23.5,5.3,0.8,10.9,-2.0,0,0,0,0,916178b8455f
6.2,2.4,0.1,23.2,-1.0,0,0,0,0,003b0929342f
21.2,3.4,4.7,1.2,3.0,0,1,0,1,6c22b7db7760
17.4,5.3,1.4,16.0,-2.0,0,0,0,0,5f078cfd70ec
5.5,3.4,1.4,14.0,0.0,0,0,0,0,9342f702423f
9.8,1.5,5.0,2.7,6.0,1,1,0,0,a63d7049f937
2.2,1.5,1.7,12.5,-3.0,0,0,0,0,3c7423aaa636
5.2,3.9,0.8,15.0,-2.0,0,0,0,0,fbe3fffe5627
17.5,3.9,4.8,5.5,-2.0,0,0,0,0,df9a03a2c195
22.9,8.0,0.9,9.0,-3.0,0,0,0,0,1ff8038201a5
8.5,2.8,4.3,6.8,0.0,0,0,0,0,d2c5d0694d66
13.6,4.4,3.8,12.0,-4.0,0,0,0,0,c7af3e8db56f
16.0,2.5,3.1,21.0,-2.0,0,0,0,0,14778ead182f
7.7,4.8,4.9,8.1,-7.0,0,0,0,0,4238c5a35fdf
5.6,2.5,0.7,0.0,5.0,1,1,0,0,ffd0ac6678b0
20.4,7.1,2.0,9.2,-5.0,0,0,0,0,a78822b072ef
0.9,1.9,5.4,19.6,-7.0,0,0,0,1,b2cf9a878288
1.8,3.9,0.3,13.4,-7.0,0,0,0,0,7b10a739d583
5.2,2.9,0.9,0.0,1.0,0,1,0,0,468baf823e61
3.9,3.7,0.7,8.6,9.0,1,0,0,0,387ec5a6da64
24.3,14.3,1.1,5.0,-2.0,0,1,0,0,4e8e883be90b
16.3,8.6,0.9,10.8,-1.0,0,0,0,0,2ac833a7a0b1
15.7,5.6,2.7,14.0,1.0,0,0,0,0,8783d57b315f
17.4,4.7,6.2,18.7,-1.0,0,0,0,1,494af44ae21b
5.4,3.8,1.2,21.3,7.0,1,0,0,0,e04e2f87ee04
25.9,3.2,0.7,5.7,-2.0,0,0,0,0,e77f2f79a860
24.9,6.6,0.6,14.0,0.0,0,0,0,0,75cf51ead292
24.5,5.2,0.7,5.2,2.0,0,0,0,0,9dc816aa6efb
23.2,4.0,0.8,15.3,-2.0,0,0,0,0,01125142de65
17.6,4.5,0.8,18.9,0.0,0,0,0,0,952eaaffd22e
20.5,4.5,0.8,15.9,1.0,0,0,0,0,03124b3a8ff8
23.8,5.7,5.6,12.7,-5.0,0,0,0,0,02cfc52dbea3
22.5,3.4,0.7,14.7,-1.0,0,0,0,0,5bcb2e4b796e
8.4,4.2,2.9,9.2,-2.0,0,0,0,0,6470973c05a0
22.6,17.2,1.0,18.2,-7.0,0,0,0,0,1e04d13c7fe8
6.6,2.4,1.0,23.2,1.0,0,0,0,0,a64c51c6a005
21.4,4.5,1.6,13.3,-3.0,0,0,0,0,87d7076b0f47
24.7,4.0,1.1,8.0,0.0,0,0,0,0,41b310fbd199
14.4,6.1,0.8,8.1,9.0,1,0,0,0,053be9a4aa39
15.4,2.7,1.5,15.0,5.0,1,0,0,0,2b7fd16aa341
15.6,6.4,7.0,0.0,2.0,0,1,0,1,56439524b8b5
16.8,2.0,10.6,10.4,1.0,0,0,1,1,11f32bdaf04a
11.4,3.1,3.9,5.6,1.0,0,0,0,0,9dc2736b71b4
2.8,2.1,0.3,24.0,1.0,0,0,0,0,8b56db6726d4
24.1,4.1,2.7,3.3,1.0,0,1,0,0,6e39594acc96
18.8,5.1,2.4,14.4,1.0,0,0,0,0,85dfe67aad98
24.2,9.2,1.0,17.2,-8.0,0,0,0,0,50f190b40887
24.5,9.4,0.7,17.7,3.0,0,0,0,0,ce73296f5dc2
3.1,1.7,0.8,10.7,-3.0,0,0,0,0,3cbe187b28ee
11.6,3.5,3.9,6.0,2.0,0,0,0,0,e2c251ccd8f5
8.2,2.8,0.9,15.6,3.0,0,0,0,0,3546e09a513f
1.6,0.1,3.4,5.5,-1.0,0,0,0,0,6e6eb87949d7
13.9,3.3,3.8,7.3,-1.0,0,0,0,0,e7dda43256a1
1.9,2.2,5.4,18.0,-8.0,0,0,0,1,5c9f0fffa19a
11.2,3.7,8.9,15.3,-8.0,0,0,0,1,ac9857bc625a
18.5,4.1,1.2,10.8,-3.0,0,0,0,0,c0b0a91ea6fc
2.8,2.3,0.3,24.0,0.0,0,0,0,0,d21fadb87322
5.6,2.7,2.3,14.7,-2.0,0,0,0,0,0bab64f754f6
2.6,4.8,13.1,9.6,-8.0,0,0,1,1,ea4e66ff364b
1.7,1.7,0.4,19.1,6.0,1,0,0,0,4249f191c835
26.3,14.1,0.9,11.3,0.0,0,0,0,0,4875792ebc74
22.0,8.0,1.2,17.9,-1.0,0,0,0,0,54d9c46eb3fc
25.1,6.4,15.9,7.8,0.0,0,0,1,1,ae279b7960ca
22.3,7.5,0.9,7.4,0.0,0,0,0,0,8fa527b0ad11
10.4,3.8,1.7,15.1,1.0,0,0,0,0,4b109581133b
16.0,2.4,2.5,15.1,-1.0,0,0,0,0,c2ed0fc8fb74
3.6,2.9,2.3,22.0,0.0,0,0,0,0,4746c733c3c1
19.6,4.1,1.4,16.4,-1.0,0,0,0,0,8e0db0b7e7e7
24.3,7.8,0.9,0.0,0.0,0,1,0,0,85981e185491
20.7,6.3,1.1,12.3,2.0,0,0,0,0,37149e9694fc
15.7,4.1,2.1,3.1,1.0,0,1,0,0,58cf500db31f
6.8,2.4,5.1,8.3,-1.0,0,0,0,1,f275e72ec1c4
22.6,5.3,0.9,10.6,-2.0,0,0,0,0,113c7fc68d99
3.8,1.0,2.8,8.9,2.0,0,0,0,0,b44cb386d28d
4.1,1.6,12.6,11.0,-9.0,0,0,1,1,9df424cd4266
24.8,8.6,0.9,21.8,-8.0,0,0,0,0,e303d0c524e0
6.8,3.2,16.6,5.3,-7.0,0,0,1,1,1517ddce0469
25.1,3.7,0.6,16.9,1.0,0,0,0,0,ba99dc0ae012
12.0,2.9,1.9,11.2,4.0,0,0,0,0,07ba97e3e8f8
8.3,1.4,10.6,14.2,-3.0,0,0,1,1,8d41bd1359f2
16.4,6.9,3.3,13.2,2.0,0,0,0,0,6ba8315d6b64
26.9,4.0,7.4,16.4,-1.0,0,0,0,1,a82789024781
10.0,2.0,21.1,3.6,-5.0,0,1,1,1,040f6698151c
2.1,2.2,1.3,20.5,-3.0,0,0,0,0,20c213a774f4
8.0,2.9,2.4,0.0,4.0,0,1,0,0,57315c6ef2bc
4.0,1.4,2.8,6.5,-3.0,0,0,0,0,d3e581444c06
24.4,15.1,1.0,18.8,1.0,0,0,0,0,df37709165f9
5.3,2.0,3.0,12.6,1.0,0,0,0,0,0285cbe8958d
24.1,3.8,0.8,0.0,0.0,0,1,0,0,b7bf91af4e83
22.5,7.4,16.2,8.4,-2.0,0,0,1,1,d6902fbe712b
24.7,2.5,1.1,6.3,1.0,0,0,0,0,54098cf42746
24.1,11.1,0.8,18.9,-2.0,0,0,0,0,f73d0503db1f
5.9,0.7,1.7,5.4,0.0,0,0,0,0,6e9f5a21b791
2.5,2.8,1.0,5.4,1.0,0,0,0,0,2fc064614cd4
7.7,5.3,3.7,3.0,3.0,0,1,0,0,61286f771cbe
9.4,4.2,2.2,9.5,0.0,0,0,0,0,c13429584b3c
22.7,5.9,0.9,5.8,-2.0,0,0,0,0,93313659ab6b
24.9,6.4,1.6,9.1,-3.0,0,0,0,0,4a6ca44fc8c7
27.9,6.1,1.8,2.8,2.0,0,1,0,0,c4bb8e035727
9.9,3.8,4.8,8.5,-11.0,0,0,0,0,66e2db38ebed
23.0,2.9,1.5,9.3,-1.0,0,0,0,0,1b4f1b05af05
2.0,3.1,1.6,20.2,2.0,0,0,0,0,7496bb751177
3.0,2.1,0.4,7.6,2.0,0,0,0,0,9dbbc13cdf3d
3.6,1.6,0.6,9.0,6.0,1,0,0,0,3c9c2d31f1dd
26.6,2.2,0.1,0.4,-5.0,0,1,0,0,a002d84c1b94
20.3,3.2,4.0,9.6,-3.0,0,0,0,0,175d97f5e9b7
6.1,1.9,5.2,8.4,1.0,0,0,0,0,4b507559b6dd
24.8,15.9,1.1,2.2,4.0,0,1,0,0,9165ccc85490
4.9,3.1,12.6,11.8,3.0,0,0,1,1,ff838473f322
32.3,5.6,3.4,1.5,3.0,0,1,0,0,c51b34f4f065
3.0,1.9,2.3,18.5,-2.0,0,0,0,0,3b366b3399f6
1.1,1.8,1.9,23.0,2.0,0,0,0,0,4fb5ce12e70f
27.1,9.8,0.5,0.0,-2.0,0,1,0,0,19e495326ff3
1.2,3.2,0.8,9.2,-1.0,0,0,0,0,00aa31170a56
4.1,3.8,4.0,17.0,-1.0,0,0,0,0,59e6fef2afaf
22.9,5.8,0.8,14.1,-2.0,0,0,0,0,0b868379522a
24.7,7.5,0.9,17.1,7.0,1,0,0,0,59698cfc5082
10.2,3.5,0.9,14.8,-2.0,0,0,0,0,b9e399997f65
21.3,5.7,5.8,11.7,-4.0,0,0,0,0,fb9efee27bf9
12.7,7.2,5.7,10.5,-3.0,0,0,0,1,824ef056e250
20.6,3.5,2.5,16.1,3.0,0,0,0,0,3205f14b5def
25.0,5.9,1.0,11.7,1.0,0,0,0,0,8df73b12e85f
2.6,3.8,3.2,9.9,5.0,1,0,0,0,e4d7b11703d8
17.6,3.6,0.8,12.3,4.0,0,0,0,0,a97ceb5f0908
26.9,5.8,0.8,19.6,-3.0,0,0,0,0,f58f8f8905e7
2.1,0.6,7.5,0.0,-2.0,0,1,0,1,d12931b967ff
2.3,2.3,1.0,18.0,0.0,0,0,0,0,35ab9a8ba4dd
4.2,1.9,4.1,7.3,-4.0,0,0,0,0,85939d1732b5
3.1,2.5,1.8,22.5,1.0,0,0,0,0,9523a4557a5c
19.2,5.7,0.9,14.6,4.0,0,0,0,0,dbabf94d892a
0.4,2.8,0.4,10.0,5.0,1,0,0,0,f17d860a17eb
24.7,10.4,1.8,4.5,5.0,1,1,0,0,48f448c0ccee
9.5,4.6,1.5,13.4,-1.0,0,0,0,0,dd37f41009ac
22.1,5.6,1.8,18.3,-2.0,0,0,0,0,0acdb4b62b7f
5.7,1.6,1.3,22.2,0.0,0,0,0,0,3dcea5f63c99
23.4,4.7,0.9,6.0,-2.0,0,0,0,0,aa8b7e26141b
4.9,1.6,0.8,9.9,-8.0,0,0,0,0,d071cca1229c
3.5,2.2,2.0,12.6,-9.0,0,0,0,0,681b260d10d7
5.7,1.8,2.9,7.2,1.0,0,0,0,0,b0ab20ab9431
4.1,1.7,1.7,20.0,0.0,0,0,0,0,ca500faeca41
13.7,4.5,7.0,4.3,0.0,0,1,0,1,a89fb8fb9d47
6.3,3.6,2.2,8.3,0.0,0,0,0,0,73459b6edcc8
24.5,15.8,1.0,8.3,0.0,0,0,0,0,d006e47170e3
16.7,2.5,2.0,16.4,-1.0,0,0,0,0,98a789213480
10.8,4.4,6.9,17.7,0.0,0,0,0,1,44bb6192f061
3.8,3.2,3.6,8.0,2.0,0,0,0,0,3fcf958c4c6b
1.0,1.8,3.6,0.0,-11.0,0,1,0,0,89109dc2ece7
24.5,6.3,0.8,15.1,3.0,0,0,0,0,9221ab13b7ca
19.4,3.5,3.6,3.8,-1.0,0,1,0,0,bceb7be3f5a4
10.3,4.9,0.4,13.0,6.0,1,0,0,0,ed19e37caf74
25.4,2.5,4.1,0.0,-7.0,0,1,0,1,57e49116c177
29.2,3.1,0.8,0.0,-2.0,0,1,0,0,fcad48d8cd81
22.3,6.0,3.4,10.2,-3.0,0,0,0,0,710c4432bd6e
1.3,2.0,0.9,24.0,4.0,0,0,0,0,9e0329094c2e
19.3,8.6,0.7,10.4,-1.0,0,0,0,0,ec43ce957deb
5.8,1.9,2.6,0.0,0.0,0,1,0,0,b4c0b23aa9c1
15.1,4.3,2.4,12.7,-9.0,0,0,0,0,6dd3b6cfa16e
24.8,7.7,1.1,15.8,-1.0,0,0,0,0,72130cd802a4
29.1,4.0,1.6,0.0,-3.0,0,1,0,1,2a0fa59d9d65
5.8,1.3,4.6,13.6,4.0,0,0,0,0,c76aa4cd6c07
4.1,1.0,0.7,19.8,0.0,0,0,0,0,4f7b20c780e9
4.7,5.2,1.8,10.4,-6.0,0,0,0,0,9221e5c55659
24.6,5.6,0.8,5.7,-2.0,0,0,0,0,2835abf63bab
20.4,5.1,4.6,12.0,-2.0,0,0,0,1,771196fb4c0b
1.8,3.8,0.8,15.0,-2.0,0,0,0,0,48da59c63009
4.3,0.4,4.7,5.4,1.0,0,0,0,1,cb3a0143e94d
4.4,2.5,4.6,6.3,2.0,0,0,0,0,d920ff18cee9
2.9,9.7,2.8,22.0,-2.0,0,0,0,0,e57682bae1ba
24.4,4.8,1.0,13.8,3.0,0,0,0,0,c80cf5b5c805
19.7,3.3,3.8,0.9,-4.0,0,1,0,0,9b31aa7b9799
2.8,1.3,2.6,2.5,0.0,0,1,0,0,9ec328aaf21e
4.0,2.9,3.0,10.6,-4.0,0,0,0,0,7988e09c563e
3.7,1.9,0.8,0.0,3.0,0,1,0,0,7a33823bca4d
22.7,6.5,0.8,10.4,-6.0,0,0,0,0,cdb87bfec0a5
23.7,7.6,0.9,15.9,0.0,0,0,0,0,369d42b7ab72
22.3,17.8,0.8,14.3,-8.0,0,0,0,0,0ed66fc9307f
19.3,4.1,3.5,3.2,0.0,0,1,0,0,4a6a77d04d37
19.1,5.3,1.9,21.1,-2.0,0,0,0,0,65c8e79a77ac
3.0,0.0,2.3,6.6,-6.0,0,0,0,0,0b78b7cefce0
1.4,1.4,0.4,24.0,2.0,0,0,0,0,29cec80786b3
23.0,3.5,2.2,12.0,0.0,0,0,0,0,bfc8542329dd
13.1,1.8,7.1,15.2,0.0,0,0,0,1,c394e45bf48a
24.5,4.7,1.1,12.2,-3.0,0,0,0,0,784f97a0c0e5
26.7,4.5,2.3,19.1,1.0,0,0,0,0,af6c9747c05b
4.9,2.7,2.4,1.0,-5.0,0,1,0,0,d0af8f5a9283
7.7,2.5,4.7,5.2,3.0,0,0,0,0,7f91e4a7737f
5.6,1.8,3.9,2.3,-5.0,0,1,0,0,173567520993
18.2,13.6,0.9,17.9,5.0,1,0,0,0,ab1b010008e3
7.7,2.5,0.6,10.4,6.0,1,0,0,0,c686ee413e62
5.3,4.5,1.0,0.0,0.0,0,1,0,0,6c0f49c4c365
8.0,3.4,4.9,11.3,2.0,0,0,0,0,09f269da759b
22.4,24.8,1.2,18.6,-6.0,0,0,0,0,367c62132476
2.9,6.0,0.2,15.4,8.0,1,0,0,0,3f3763dfafe0
1.2,1.9,3.8,4.7,-3.0,0,1,0,0,0791cb6a9b88
20.0,5.7,4.3,17.0,-2.0,0,0,0,1,c16f1a858e39
20.2,2.4,13.1,11.1,6.0,1,0,1,1,6528d40fbcc0
1.1,0.0,1.0,0.0,-10.0,0,1,0,0,78dd78897d0f
4.4,0.9,6.6,16.0,-9.0,0,0,0,1,a8558a9b6843
7.9,1.9,5.6,17.8,2.0,0,0,0,1,63ba576664d8
24.6,5.5,0.6,7.6,1.0,0,0,0,0,223e1eca6928
24.3,5.2,11.3,12.2,-5.0,0,0,1,1,f54888eaa47b
17.7,8.4,1.0,2.8,2.0,0,1,0,0,c4fd59be46f8
8.8,4.3,1.1,21.1,-2.0,0,0,0,0,6b8a493ad2a4
21.7,6.1,0.8,12.6,-2.0,0,0,0,0,6bc9e3ebe484
4.6,0.6,4.6,20.3,3.0,0,0,0,0,27b1f24ee79c
3.7,0.6,0.8,18.6,2.0,0,0,0,0,3e49099fdf2a
37.1,8.6,3.0,0.0,7.0,1,1,0,0,70f43368d491
4.0,4.1,2.3,0.0,-6.0,0,1,0,0,d1a8a5cd6299
1.0,2.5,2.2,20.8,-3.0,0,0,0,0,fe08afaa4250
19.6,5.3,4.0,20.0,-10.0,0,0,0,0,de6e77a290bd
6.8,2.5,1.4,0.0,-6.0,0,1,0,0,8f048f628a60
1.6,2.9,1.3,24.0,3.0,0,0,0,0,7c58041c4673
5.8,3.4,2.2,18.8,6.0,1,0,0,0,c60debd41d89
15.0,3.5,1.6,12.3,1.0,0,0,0,0,5c5324712317
2.9,4.5,0.5,19.9,-2.0,0,0,0,0,2e5b98dd8c81
24.9,13.2,1.5,8.2,-3.0,0,0,0,0,13c9b4a8f6e7
1.1,2.5,0.4,5.7,5.0,1,0,0,0,bba226e9a52a
22.6,5.4,1.0,11.6,-1.0,0,0,0,0,89779912f57c
2.2,0.7,3.4,9.6,-6.0,0,0,0,0,23afd6d4c0c4
24.6,4.5,1.4,7.8,0.0,0,0,0,0,a543026f3af8
25.7,5.7,2.6,2.6,-2.0,0,1,0,0,43a40932292a
14.0,3.2,1.7,14.1,7.0,1,0,0,0,784d0c337492
4.7,2.4,2.1,19.6,0.0,0,0,0,0,69f0556c8223
10.7,1.9,1.7,11.0,6.0,1,0,0,0,7cdd477e2e49
2.7,2.1,0.1,24.0,-1.0,0,0,0,0,6d6f09502b61
14.4,5.3,0.8,9.5,0.0,0,0,0,0,cda546012d3d
9.5,1.2,4.9,11.4,3.0,0,0,0,0,47365dc2c484
9.6,2.7,1.6,15.1,3.0,0,0,0,0,a24de2a7365f
17.6,4.2,4.7,9.4,-2.0,0,0,0,1,693cfa633675
25.6,6.9,0.8,16.7,-2.0,0,0,0,0,a177b903b3ac
18.3,12.4,1.0,11.4,6.0,1,0,0,0,6fd150f3b9c5
24.3,11.2,0.6,8.1,-1.0,0,0,0,0,74412ee8ac4d
18.7,4.5,8.8,14.9,-9.0,0,0,0,1,c82c6de28ebc
25.3,3.7,0.8,13.6,-5.0,0,0,0,0,2058c97db3e5
24.5,3.5,0.8,12.3,3.0,0,0,0,0,4526b1ed9786
25.3,3.9,16.7,0.0,4.0,0,1,1,1,81be7c9ea950
14.8,6.7,2.7,13.9,-3.0,0,0,0,0,7cbc056fcdda
1.5,3.5,0.2,0.0,9.0,1,1,0,0,1ff6496351c7
1.1,3.9,0.6,24.0,4.0,0,0,0,0,c1441bf62250
16.8,2.9,10.4,13.2,0.0,0,0,1,1,d26896926d34
6.0,2.3,2.3,11.0,0.0,0,0,0,0,f50c4c0c606d
18.5,7.6,1.1,3.5,0.0,0,1,0,0,01b497eaf384
6.6,1.4,3.4,17.1,0.0,0,0,0,0,61f7eb217384
17.2,2.3,2.9,11.0,1.0,0,0,0,0,802a7127fcac
26.7,4.6,3.4,1.2,0.0,0,1,0,0,4d017c43496e
11.1,3.1,3.9,13.4,4.0,0,0,0,0,c1d88df8023b
4.3,0.0,3.2,15.6,-2.0,0,0,0,0,b4619e2df8db
5.5,2.2,1.0,23.7,1.0,0,0,0,0,97db65008f42
10.4,4.5,3.7,7.8,-1.0,0,0,0,0,756fb3902f8d
2.0,0.4,0.0,22.9,3.0,0,0,0,0,b26f9b90730a
16.6,3.8,2.6,11.7,-2.0,0,0,0,0,f4a58c2f1bf9
3.5,0.5,6.3,0.0,1.0,0,1,0,1,11523ee0ea55
24.6,20.4,1.2,18.5,-9.0,0,0,0,0,55dfdbad2aff
24.2,7.0,0.8,18.6,-3.0,0,0,0,0,b1d17c00cdb8
23.8,2.4,2.6,17.0,4.0,0,0,0,0,c4540af5e292
10.3,1.7,4.0,2.5,6.0,1,1,0,0,dfefa8b5050d
5.5,2.3,2.1,13.3,-2.0,0,0,0,0,ed5e54297afc
20.2,5.2,8.6,15.2,-12.0,0,0,0,1,92b5a7aa37b8
22.1,5.2,1.7,2.0,1.0,0,1,0,0,87712d905e3e
17.1,6.2,2.6,9.7,0.0,0,0,0,0,a8b27aa6362e
2.5,4.8,0.0,10.5,2.0,0,0,0,0,80fa69242cc7
1.8,1.3,2.6,3.7,-2.0,0,1,0,0,1f9c4f4a45bd
8.8,3.8,4.8,6.0,2.0,0,0,0,0,9566fa297793
24.3,5.6,0.9,13.5,2.0,0,0,0,0,3182e310f427
2.1,0.9,3.5,6.2,-3.0,0,0,0,1,42019c018456
6.6,1.6,3.0,17.2,-1.0,0,0,0,0,a955591760bb
3.8,2.9,0.6,0.0,0.0,0,1,0,0,97410919fd82
20.5,5.4,8.7,14.3,-1.0,0,0,0,1,829487a9ab99
2.2,6.5,0.8,19.0,-3.0,0,0,0,0,bedcd839f2be
26.7,1.8,1.7,0.0,5.0,1,1,0,0,4e15e0d3a473
26.7,4.6,0.8,0.7,-7.0,0,1,0,0,3c721cd8eda7
9.6,2.3,1.1,14.2,-3.0,0,0,0,0,90a744c17be8
24.8,14.1,0.9,18.6,10.0,1,0,0,0,48cd04f88685
19.8,4.8,0.9,9.0,-4.0,0,0,0,0,1c05c8885ee8
2.4,2.3,0.0,18.3,2.0,0,0,0,0,9db0d37a6edc
12.8,7.1,0.9,7.0,-4.0,0,0,0,0,a387f66c942d
18.5,6.5,6.1,16.8,-12.0,0,0,0,1,2d005d34f24f
23.9,8.1,1.7,19.2,-7.0,0,0,0,0,16d6c30fa440
13.5,3.7,3.6,14.1,-2.0,0,0,0,0,e8c55db805c1
5.0,3.5,6.1,18.0,1.0,0,0,0,1,eae6cf37a263
18.6,5.7,2.8,13.2,-3.0,0,0,0,0,6c23744fa7a6
2.5,1.2,1.0,13.3,0.0,0,0,0,0,0551d816a59b
9.3,1.8,7.3,6.2,-3.0,0,0,0,1,1e0e216bf13c
7.2,3.3,2.0,1.5,1.0,0,1,0,0,eb06965ea3de
5.8,3.0,5.3,9.5,-1.0,0,0,0,0,7feff3154224
25.7,5.3,0.9,12.7,-8.0,0,0,0,0,8a1dd57d8ff3
22.3,1.8,0.6,11.7,1.0,0,0,0,0,e13af7f6e31b
20.0,3.3,3.9,7.1,1.0,0,0,0,0,7089ec5ad1e2
2.6,0.0,4.6,17.2,-7.0,0,0,0,1,33c099818ea4
6.1,0.0,1.5,19.1,-2.0,0,0,0,0,f06f0cbe0bdc
10.8,1.6,2.7,17.9,3.0,0,0,0,0,f93d07795cd0
2.2,2.5,3.7,16.1,-3.0,0,0,0,0,7093085ac289
4.1,0.2,2.3,22.8,4.0,0,0,0,0,1a8db38778c6
3.9,1.8,1.4,10.6,-5.0,0,0,0,0,6311c3c2eaa9
7.0,3.8,3.7,14.4,0.0,0,0,0,0,619cfb191b2f
24.8,5.6,1.2,16.6,0.0,0,0,0,0,dd58132c7b21
6.6,1.9,3.7,21.9,0.0,0,0,0,0,07e4b19045a0
15.3,3.5,0.7,10.9,4.0,0,0,0,0,e7e8a69bfd75
4.2,3.5,0.6,9.5,5.0,1,0,0,0,a57d76135556
12.8,4.1,2.7,20.8,-6.0,0,0,0,0,37c7611d6235
24.1,3.2,16.6,7.9,1.0,0,0,1,1,33a89e07a9d6
12.2,2.2,4.9,13.0,2.0,0,0,0,1,2e6abbd3d96e
25.2,3.2,5.2,4.0,2.0,0,1,0,0,096595bd511f
22.1,6.0,0.9,14.5,-3.0,0,0,0,0,19d3dcded1b0
24.2,14.3,5.0,16.8,-6.0,0,0,0,1,533587f4cc2a
4.3,2.2,0.9,13.1,-3.0,0,0,0,0,176032c4662d
12.4,3.1,5.0,3.0,-2.0,0,1,0,1,246b4ac44051
15.1,5.1,0.6,9.0,1.0,0,0,0,0,ee3679b9e963
4.7,3.0,6.6,6.5,-1.0,0,0,0,0,00775c3d8eec
25.3,4.4,0.8,5.0,0.0,0,1,0,0,5edcffa9267b
21.9,5.1,0.9,17.1,-1.0,0,0,0,0,d7f4feda9b9e
2.9,0.1,1.1,8.3,1.0,0,0,0,0,1495518dc57f
17.8,4.9,5.5,18.7,-6.0,0,0,0,1,4b081e5c71c6
18.0,3.5,12.1,0.0,4.0,0,1,1,1,0a8f0c2f2daf
15.9,1.4,6.8,3.0,10.0,1,1,0,1,e15634d071c8
22.5,5.5,0.7,6.5,-1.0,0,0,0,0,f42211e301cf
45.2,2.0,0.7,0.0,3.0,0,1,0,0,0b06c0d6db59
17.4,3.9,3.5,20.5,-6.0,0,0,0,0,b70b9a520e2c
5.9,0.8,2.3,11.4,-4.0,0,0,0,0,5a73a86ba6ce
7.2,4.6,3.6,19.8,-1.0,0,0,0,0,946d046d41d9
4.3,1.3,1.8,7.7,-1.0,0,0,0,0,02f10e71724b
1.7,2.4,0.0,24.0,-1.0,0,0,0,0,367ee0707892
3.6,3.7,1.8,11.2,-1.0,0,0,0,0,c7accd408a5e
5.8,1.5,3.3,10.0,-10.0,0,0,0,0,d56d6c3dacf2
23.3,3.2,0.8,3.0,0.0,0,1,0,0,c5b25b8ea1b0
22.4,10.7,0.8,13.7,1.0,0,0,0,0,a1de6f421aba
25.0,3.5,1.1,20.0,-1.0,0,0,0,0,2a40b4e37912
23.6,1.2,0.9,14.6,0.0,0,0,0,0,9319fb5623e7
24.5,6.1,0.8,14.0,2.0,0,0,0,0,0d247b98c2db
1.2,1.4,0.3,7.2,7.0,1,0,0,0,b0fc99c10a0a
12.5,3.1,0.5,3.1,1.0,0,1,0,0,3cd20e61e095
24.9,4.4,2.2,11.6,0.0,0,0,0,0,81342f9f1a41
18.9,2.8,1.5,15.6,1.0,0,0,0,0,d4f4cc99cbd5
4.6,2.2,5.0,20.0,-2.0,0,0,0,1,f131c294888f
19.0,5.4,3.9,10.0,0.0,0,0,0,0,c06ded461abc
23.4,3.2,0.7,13.5,5.0,1,0,0,0,fb5c153c6232
18.1,6.1,1.0,14.8,0.0,0,0,0,0,8ce4bdafcd17
12.9,4.3,5.2,7.3,3.0,0,0,0,0,903b463b4be5
4.5,0.0,1.6,8.0,4.0,0,0,0,0,66a52d60e5ea
18.8,5.0,1.1,12.3,2.0,0,0,0,0,406e5c453dce
2.3,3.6,0.6,15.1,-1.0,0,0,0,0,c508e4e69abd
12.6,2.0,9.7,8.6,1.0,0,0,0,1,62ada7f5efcc
24.3,16.7,1.0,18.9,-8.0,0,0,0,0,6b59f903524e
24.1,11.5,0.8,20.6,2.0,0,0,0,0,705583019a66
8.0,5.3,0.0,19.0,-2.0,0,0,0,0,a67636cfcbaa
22.9,4.9,0.7,9.1,-4.0,0,0,0,0,0725ee444d72
26.6,4.5,10.2,11.2,-6.0,0,0,1,1,06044769e886
25.0,3.7,0.7,20.0,2.0,0,0,0,0,0bc45d9ccda8
25.6,6.2,1.0,18.7,2.0,0,0,0,0,5d762fab2764
9.0,2.1,0.9,6.0,-1.0,0,0,0,0,2030d5e5da1a
2.7,0.1,0.0,24.0,1.0,0,0,0,0,566ddb39ff79
3.8,0.8,0.6,10.0,-2.0,0,0,0,0,6deb3a4434a1
22.4,4.0,1.1,5.5,-3.0,0,0,0,0,895a3199b018
20.7,3.7,5.2,7.9,0.0,0,0,0,0,e56bccc2ecb8
1.8,1.6,1.6,20.9,2.0,0,0,0,0,60d44f43c0e7
10.3,1.7,4.3,18.2,-5.0,0,0,0,1,9128c55758fe
22.6,17.7,1.4,17.9,3.0,0,0,0,0,428502f66223
18.4,8.0,0.5,15.2,-1.0,0,0,0,0,44c2b814cc98
22.7,7.9,1.2,14.7,-12.0,0,0,0,0,c1fe26d78f8b
