column,status,flag_reason
PLAYER_ID,PASS,
PLAYER_NAME,PASS,
BIRTHDATE,PASS,
HEIGHT_INCHES,PASS,
COUNTRY,PASS,
DRAFT_YEAR,PASS,
DRAFT_ROUND,PASS,
DRAFT_NUMBER,PASS,
POSITION,PASS,
TEAM_ID,PASS,
TEAM_NAME,PASS,
PLAYER_ID,PASS,
