pitch_speed_mph,arm_slot,cog_velo_pkh,elbow_absorption_fp_br,elbow_flexion_fp,elbow_pronation_fp,elbow_transfer_fp_br,glove_shoulder_abduction_fp,glove_shoulder_external_rotation_fp,lead_grf_x_max,lead_grf_z_max,lead_hip_absorption_fp_br,lead_hip_transfer_fp_br,lead_knee_absorption_fp_br,lead_knee_extension_angular_velo_max,lead_knee_extension_from_fp_to_br,lead_knee_generation_fp_br,lead_knee_transfer_fp_br,max_cog_velo_x,max_elbow_extension_velo,max_elbow_flexion,max_rotation_hip_shoulder_separation,max_shoulder_external_rotation,max_shoulder_horizontal_abduction,max_shoulder_internal_rotational_velo,max_torso_rotational_velo,pelvis_anterior_tilt_fp,pelvis_lumbar_transfer_fp_br,pelvis_rotation_fp,rear_grf_mag_max,rear_grf_x_max,rear_hip_generation_pkh_fp,rear_knee_transfer_pkh_fp,shoulder_generation_fp_br,shoulder_horizontal_abduction_fp,shoulder_internal_rotation_moment,stride_angle,stride_length,torso_anterior_tilt_mer,torso_lateral_tilt_br,torso_lateral_tilt_fp,session_pitch,user,session_mass_kg,session_height_m,age_yrs,playing_level,p_throws
86.3,52.7032,0.2321,60.9498,117.475,2.8534,427.92,82.0257,-57.4529,1012.7655,1805.9901,130.5082,59.9296,24.2165,535.1246,24.8091,25.6127,59.0319,2.8922,2399.8088,121.3517,35.827,174.1473,34.0366,4469.8254,1054.8767,2.5355,237.8698,41.7261,1594.0551,795.0528,206.0722,42.5725,24.6228,28.1365,130.6934,-1.0602,0.8031,23.6528,20.5675,-3.4008,1601_1,628.0,103.8744,1.8542,20.87,college,R
86.1,50.1661,0.2736,55.4308,114.8534,8.5317,431.4758,82.445,-58.9297,975.4226,1702.6209,133.3408,62.7632,22.9481,566.9859,20.7093,40.992,53.3964,3.0026,2290.951,119.4876,33.2345,175.7553,32.8027,4341.0389,1017.7234,6.4583,232.789,30.0242,1611.6741,768.6633,191.2346,48.9509,23.4545,25.2915,129.269,0.5114,0.8254,23.8533,15.825,-10.2588,1601_2,628.0,103.8744,1.8542,20.87,college,R
86.2,52.3645,0.3275,69.5398,115.1545,8.3084,446.4352,83.3011,-59.2374,1129.1412,1683.7428,136.4743,43.4938,24.6879,426.2876,18.4474,31.8236,52.4051,3.0566,2501.0444,126.5674,36.4173,173.6189,31.249,4460.5682,1030.0709,2.1679,178.2694,41.4407,1538.6919,853.7239,211.1228,46.4741,21.6944,30.0037,123.8855,0.6405,0.8596,25.9263,21.5702,-3.5932,1601_3,628.0,103.8744,1.8542,20.87,college,R
85.0,37.5186,0.3036,21.8319,120.0946,18.1079,272.928,70.1199,-38.1588,1332.0246,1973.8624,51.0544,69.0357,1.3866,477.8829,16.1772,47.5152,30.4916,3.2196,2686.2678,120.3684,24.9238,172.0197,39.121,4945.4721,1020.316,22.6524,87.0873,69.2345,1396.8174,862.0778,177.8344,58.8291,25.5923,17.957,131.5769,-1.7194,0.852,4.2597,19.6814,9.2983,1603_1,884.0,91.1736,1.7526,22.5,college,L
85.6,33.4336,0.3275,29.9307,122.6761,17.8344,276.8455,70.516,-37.8332,1340.697,1986.9743,30.4477,53.342,0.0,522.9664,18.8031,55.4355,24.7696,3.1657,2818.8173,123.3482,24.3157,172.1789,37.6168,5037.5382,1036.0217,22.08,87.4041,68.5438,1414.3486,884.866,183.5992,57.2012,22.7762,17.6519,131.3375,-1.8754,0.8484,4.0161,20.1788,10.3103,1603_2,884.0,91.1736,1.7526,22.5,college,L
85.1,35.615,0.3626,34.1849,118.9418,12.0849,267.1877,68.4328,-34.2255,1339.4755,1978.5316,44.6086,66.5012,0.4424,441.5739,17.0348,55.2486,23.3739,3.2398,2646.7835,119.9967,25.0372,170.7834,36.818,4923.8073,1037.927,22.6723,81.1433,73.4798,1384.9838,862.1418,208.2491,60.1591,32.2671,14.1358,133.4412,-2.6066,0.8603,4.8645,21.4411,12.9386,1603_3,884.0,91.1736,1.7526,22.5,college,L
86.4,49.7671,0.375,70.8937,129.0345,-7.0373,358.6023,67.7606,-51.6486,1047.7641,1810.9016,26.2886,98.3995,5.9497,346.7676,22.5262,53.0895,64.074,3.2937,2844.5234,134.1233,26.5117,158.1403,31.5352,4726.9077,1082.9732,9.967,252.9199,20.0481,1741.4784,1006.3171,237.4335,73.3884,29.8958,25.6217,108.3853,-1.3863,0.815,14.6089,27.6269,-3.4255,1612_1,625.0,91.1736,1.8034,19.6,college,R
85.8,48.3656,0.3571,70.3185,128.1855,-9.334,346.8821,69.5238,-48.4997,957.6528,1731.4806,13.6911,79.099,3.8342,304.3629,18.2448,40.693,54.5092,3.2749,2797.3823,134.9481,27.6116,159.1295,31.9738,4797.0983,1086.5615,11.8589,224.193,21.3269,1697.0826,949.1252,257.4684,79.0702,32.3548,27.181,105.5991,0.6543,0.8102,14.4173,26.1381,-0.7722,1612_2,625.0,91.1736,1.8034,19.6,college,R
84.6,46.273,0.4191,71.0653,128.3995,-0.1685,357.2841,69.7625,-47.8393,958.2568,1643.6042,21.0299,88.3402,10.6224,336.4306,18.8224,49.0944,58.5488,3.2924,2871.0781,135.2112,28.1411,157.396,33.9356,4751.2837,1077.8302,10.8376,219.7276,19.084,1692.2763,1011.2612,221.8823,74.7417,30.7574,26.7326,111.3702,1.9266,0.8275,14.9404,27.9059,-0.907,1612_3,625.0,91.1736,1.8034,19.6,college,R
85.4,38.8173,0.4178,35.4103,87.3862,1.0688,286.086,61.2909,-44.1507,1070.2125,1570.2072,47.9556,36.0789,21.6431,368.0823,7.2668,29.1253,36.1492,3.2385,2585.6634,117.4043,48.4828,168.8882,56.4015,4917.8361,1096.8716,5.8736,51.4841,59.8994,1469.3953,813.7149,231.4232,40.9592,37.2312,51.5754,108.1083,-6.0602,0.9141,27.2711,23.9729,5.8468,1615_1,830.0,87.5448,1.778,22.83,college,R
84.4,41.1628,0.3571,40.0132,96.4635,4.3745,281.2667,50.315,-58.8714,1159.2691,2231.7886,11.9,36.3908,4.6748,289.2842,13.8474,23.9062,35.0388,3.221,2758.1568,120.2731,47.9364,167.0407,50.8739,5157.6503,1132.3194,9.2425,77.991,71.5746,1509.1347,745.2537,262.5007,54.435,32.2102,44.3145,108.9142,-6.6383,0.8982,27.9526,22.928,16.027,1615_2,830.0,87.5448,1.778,22.83,college,R
85.0,38.035,0.3214,49.1917,79.2222,21.1068,366.286,87.6383,-35.0462,1021.8028,1705.1967,164.2929,11.5153,34.0894,284.7085,-6.6856,11.9813,27.9347,3.3113,1910.5608,101.8661,24.6874,184.6568,52.0696,3942.5678,956.676,5.9383,73.3686,30.313,1255.03,694.2779,169.5892,44.5251,45.1434,25.9637,98.3017,3.3776,0.9039,14.5897,12.291,-0.9256,1620_1,967.0,92.0808,1.8542,18.0,college,L
84.6,37.5084,0.3393,56.9132,81.9201,24.517,375.9743,86.9527,-37.8034,1559.0882,2278.2779,220.6847,21.2663,31.8867,193.9739,-1.3635,21.4827,49.6279,3.3841,2000.383,103.616,24.9623,183.5441,53.075,4003.8613,993.2766,5.5814,65.2352,29.3905,1263.5918,714.211,166.6676,43.5958,42.6235,31.93,99.6568,2.1666,0.9416,15.7921,11.4277,-2.4332,1620_3,967.0,92.0808,1.8542,18.0,college,L
85.8,46.4228,0.1964,52.5935,72.2084,-5.0298,342.6196,70.8557,-35.2688,926.2465,1583.1595,70.2489,30.6516,16.2865,275.5228,8.0693,32.6388,35.2074,3.0566,2428.1608,109.0403,22.041,172.4469,53.179,4101.9353,994.4683,9.2333,190.0706,21.5066,1191.067,722.1024,127.05,55.5835,21.9995,52.6032,95.9142,6.7005,0.8445,21.3171,21.7914,-9.1464,1623_1,970.0,81.648,1.7526,22.87,college,R
85.7,45.3197,0.1607,61.5338,74.3677,-5.7326,353.7002,71.175,-36.4631,989.6461,1668.7052,88.9671,27.3911,13.6477,259.5109,7.697,27.5718,36.167,3.1118,2416.6063,109.8978,22.442,174.501,52.8773,4122.2622,1002.4684,5.7414,159.0145,24.0936,1180.6152,707.8233,140.1544,57.4848,23.6896,52.8386,96.948,7.7629,0.8582,24.758,25.5168,-5.3704,1623_2,970.0,81.648,1.7526,22.87,college,R
85.3,47.7058,0.2143,52.6795,73.7337,-4.6338,347.3048,69.9694,-37.6968,941.3492,1608.5228,79.9628,24.6276,16.2517,207.7831,4.9839,26.0011,29.6537,3.1105,2415.6902,108.0159,21.0338,172.2693,52.1569,4100.657,1006.1412,6.3749,187.9071,17.8985,1215.9425,730.2656,131.8749,56.9638,19.2827,51.4215,95.6243,8.1927,0.8577,23.7081,23.4914,-8.6041,1623_3,970.0,81.648,1.7526,22.87,college,R
87.1,35.1757,0.3214,30.7817,80.1147,16.7604,389.744,56.1728,-39.3366,815.018,1957.3408,104.5923,71.7784,19.6749,449.4176,15.4917,59.1575,66.2774,3.0013,2085.4327,87.1609,34.7762,162.5317,45.2495,4205.2212,1021.2634,0.9376,182.0562,34.4309,1694.9067,892.3241,185.5417,24.9266,34.6256,30.286,134.7793,-9.8648,0.7476,25.7381,20.0573,0.0188,1665_1,616.0,106.596,2.032,20.59,college,L
87.3,27.3126,0.3036,31.3766,77.2994,15.591,379.3833,53.8553,-37.5431,999.2003,2194.8244,111.8395,71.7991,11.1242,472.385,17.6888,41.2187,71.829,3.1657,2062.8242,82.4295,35.9357,162.0228,48.1012,4150.5038,1031.1986,7.4747,161.1106,41.4641,1714.2536,946.214,197.0186,23.7452,36.6218,32.6606,129.7988,-6.3662,0.7747,26.5879,17.5069,4.4238,1665_2,616.0,106.596,2.032,20.59,college,L
87.3,33.8484,0.1786,29.1599,81.1898,13.5324,405.0272,57.2573,-30.6214,915.0629,2203.7912,112.1407,84.8255,11.2266,442.1944,26.9604,35.5124,68.3175,3.039,2136.6192,87.2088,35.878,166.9818,39.3866,4146.529,1034.7382,1.582,215.5392,33.4147,1566.0908,796.5312,184.7594,23.9646,36.4189,30.2447,137.6223,-8.1831,0.7605,24.7478,18.6049,-0.7442,1665_3,616.0,106.596,2.032,20.59,college,L
87.9,41.0146,0.375,31.9071,82.0228,23.7875,309.7492,76.6018,-35.2662,940.8722,1460.9737,54.3259,24.4597,16.776,212.6726,2.2534,12.722,29.0303,3.2937,2370.416,109.0231,37.0796,177.9213,54.754,4651.6868,1095.3551,20.3384,103.0772,48.8508,1372.6803,672.9465,168.4444,33.2783,24.7472,42.4626,111.311,11.1545,0.8526,16.1622,11.8158,4.0803,1668_1,986.0,81.648,1.8542,19.65,college,R
87.6,39.8586,0.375,28.9678,82.1834,23.2389,310.1422,79.8262,-34.6362,712.0037,1280.7609,4.0178,17.8935,16.2163,206.7632,0.6683,5.3125,19.9417,3.3288,2384.7839,109.7453,37.8798,175.343,56.4581,4760.2741,1084.1197,21.6426,150.209,54.0988,1449.1043,715.7188,160.3819,33.6569,22.7662,44.2542,106.2054,7.5588,0.8765,16.2717,9.4291,3.282,1668_2,986.0,81.648,1.8542,19.65,college,R
87.8,35.3286,0.3393,20.1754,82.0136,18.2694,314.3517,78.9827,-35.9829,1008.4989,1477.5077,61.1977,25.7259,16.0533,190.9509,1.795,15.9729,19.5819,3.4744,2420.4868,108.8896,36.6162,178.1733,55.1314,4764.4898,1083.083,19.5408,144.3969,46.1208,1426.7221,757.9044,164.9614,33.6245,22.1198,47.9854,105.8041,9.8545,0.8652,19.2534,7.5216,3.2075,1668_3,986.0,81.648,1.8542,19.65,college,R
93.1,48.1312,0.2857,63.715,109.6134,17.0402,446.8592,70.3787,-46.8198,1107.3304,1737.1856,87.1254,90.2525,19.0733,412.2844,21.2537,31.575,60.8226,3.1482,2341.2402,115.7557,29.0828,177.0473,54.7507,4412.6991,969.0852,2.3242,285.2134,28.4661,1703.1072,863.2707,190.7297,21.5793,40.8633,52.6757,122.898,1.3274,0.8241,25.2885,12.5969,-9.3495,1688_1,511.0,106.596,1.9812,22.26,independent,R
91.4,47.8864,0.2857,68.706,108.9713,16.6737,448.06,65.1114,-47.5548,1327.5688,1962.5773,83.134,54.0734,11.4709,362.6356,17.1159,9.5506,50.9216,3.3477,2294.2766,113.7086,29.0198,175.9829,53.9823,4366.6834,1027.9336,9.1964,207.1525,40.0038,1899.0719,999.8554,210.6987,42.7104,47.2585,46.6218,116.3486,-0.7633,0.8648,25.1433,10.9281,-5.5058,1688_2,511.0,106.596,1.9812,22.26,independent,R
72.0,49.7552,0.1644,29.5261,92.9741,9.6769,248.5857,63.6545,6.2328,1032.8862,1434.5008,115.8515,12.2472,20.7358,248.0068,-0.5165,17.1127,24.148,2.9285,2105.3236,99.2722,31.3037,145.3224,35.9611,4178.1362,848.3836,-1.673,39.5135,45.6522,1613.8011,714.7194,211.7572,40.7062,31.1874,21.5632,106.9497,6.0077,0.7835,-2.931,18.6324,-9.4615,1717_1,922.0,103.4208,1.9304,20.57,college,L
71.4,54.2695,0.1456,22.2682,92.5248,8.5793,231.7634,59.1936,-5.0265,1003.6399,1486.2734,12.9416,12.0909,1.283,283.9663,-4.0359,0.0981,2.6307,2.9649,2052.6721,99.9103,29.0237,143.309,34.3209,4197.559,864.7959,-2.3781,106.8552,46.6164,1500.2986,724.7798,219.4567,50.0035,21.8787,18.8748,97.79,7.8853,0.7747,-2.508,19.2255,-6.9278,1717_3,922.0,103.4208,1.9304,20.57,college,L
91.2,38.6308,0.3214,61.3258,96.979,23.7997,379.5712,70.1432,-37.6958,1368.1818,2468.9455,118.0377,58.124,12.4359,471.3482,17.7284,32.119,62.8733,3.1293,2665.0308,105.6419,35.4,149.219,39.7792,4252.7711,1122.2729,4.1945,207.4453,44.0572,1515.1869,733.2155,144.2726,51.8999,40.1554,39.2647,137.8909,-3.8347,0.85,-4.0915,21.523,-9.2229,1718_1,1000.0,97.524,1.905,25.35,milb,L
90.8,39.9612,0.375,60.598,93.6382,26.9558,380.2663,75.9249,-32.4802,1161.4919,2115.0707,102.2524,53.649,22.2953,449.6551,11.8116,53.66,61.0056,3.093,2714.7122,107.686,36.7362,150.7983,41.0422,4212.6858,1097.2378,1.8885,233.5562,38.5599,1596.7258,787.9723,124.7687,52.9056,35.9329,41.0023,135.7615,-3.9542,0.8337,-2.1612,22.3176,-10.0958,1718_2,1000.0,97.524,1.905,25.35,milb,L
90.8,35.8395,0.3086,67.6246,97.4723,22.871,387.9324,68.6258,-38.0139,1391.0754,2422.134,112.461,58.3661,13.0052,413.6753,16.8755,36.1574,66.847,3.1105,2706.9188,106.6585,36.4401,148.4333,40.4882,4163.1834,1138.4905,2.5184,219.9924,44.2108,1483.8149,732.6032,136.6961,56.6998,42.2287,40.2391,138.4635,-6.2261,0.8433,-5.4532,21.8121,-9.2194,1718_3,1000.0,97.524,1.905,25.35,milb,L
90.6,51.0063,0.0893,78.5268,106.4145,8.3123,427.2192,66.1431,-36.861,1298.8699,2009.8709,98.9119,62.403,15.6307,243.2299,13.2075,35.8356,51.5467,3.0013,2420.3753,122.4084,34.2213,170.5134,38.5957,4289.8829,1031.5702,0.7286,227.6117,25.9058,1532.1863,821.2234,209.8845,64.0616,56.2703,37.6508,121.3403,6.9288,0.8276,19.9206,36.5628,-6.3249,1729_1,1003.0,105.6888,2.0066,24.37,independent,R
90.5,56.5914,0.0893,75.1979,107.0124,7.1146,423.1009,67.3287,-36.4404,1273.9134,2218.897,91.8031,69.6427,15.3038,339.18,18.3364,40.8245,61.6383,3.0026,2374.8879,120.597,34.9412,170.5958,37.2924,4270.709,1058.2512,-0.0631,237.1394,25.4198,1511.597,791.2427,213.585,67.4556,47.2883,36.6645,120.4391,4.3403,0.818,22.9364,36.6014,-6.0631,1729_2,1003.0,105.6888,2.0066,24.37,independent,R
90.4,53.5807,0.0893,77.6943,106.118,6.3369,422.3752,68.1635,-34.377,1214.8551,2072.1043,82.8295,66.1167,9.1897,338.2479,14.9341,27.646,51.1278,3.0377,2492.1755,121.6275,34.8563,170.2972,39.9177,4395.451,1056.2402,0.2581,225.1353,31.876,1479.3982,751.4529,227.7601,66.7134,51.718,39.7713,119.7802,4.1381,0.8287,23.9429,37.9282,-4.0748,1729_3,1003.0,105.6888,2.0066,24.37,independent,R
83.9,40.2244,0.3463,32.3639,111.5017,20.7188,332.3459,81.209,-28.8384,981.6788,1421.0702,82.49,43.7556,9.8779,193.0502,9.3976,36.8499,48.7441,3.1482,2599.6799,118.5706,26.0232,172.4537,53.8429,4179.6342,1059.2147,12.6464,79.9696,45.2053,1459.3938,858.8412,152.2992,36.9138,1.7612,47.7924,88.1676,9.2829,0.8891,20.8508,4.469,2.3049,1759_1,1017.0,79.38,1.8034,20.74,college,R
83.4,40.2379,0.4003,26.502,110.5955,21.8786,320.8887,78.5057,-29.3011,982.0988,1385.966,117.7631,35.0426,7.9172,163.5596,7.102,28.8109,39.7079,3.1846,2622.5285,116.119,26.4069,172.3286,57.2008,4362.8502,1063.5172,13.5077,42.5541,45.0941,1407.7555,881.2878,159.96,30.5587,1.139,47.5156,88.2571,9.431,0.915,20.4866,5.3098,1.7958,1759_2,1017.0,79.38,1.8034,20.74,college,R
83.5,39.9665,0.3571,34.2693,111.8464,15.4273,326.5396,79.9235,-31.6738,992.4594,1404.303,112.123,47.4294,16.9513,213.4422,8.2863,40.3246,48.4763,3.1833,2559.0802,119.1852,27.5029,174.9484,57.7358,4486.2409,1052.1824,13.0795,52.0589,44.2748,1393.6175,848.4295,171.2093,39.0704,6.1103,47.0897,84.0326,10.4812,0.8894,20.3432,4.3859,2.7106,1759_3,1017.0,79.38,1.8034,20.74,college,R
83.3,48.6548,0.2722,74.4131,109.5971,-1.4137,353.3381,66.0385,-57.2515,959.7017,1754.1392,87.5108,70.2217,27.0924,376.0172,5.4177,37.3913,48.3247,3.0026,2543.3663,129.1694,38.8262,166.3496,43.9815,4441.2261,1161.7748,10.5732,94.6099,28.365,1575.898,858.2535,97.4755,66.747,31.2143,37.1695,103.2092,0.6424,0.858,16.4631,23.5156,-2.2792,1778_1,610.0,88.452,1.8034,26.95,independent,R
83.4,47.0974,0.2736,73.2116,106.8697,4.233,352.4976,64.6639,-57.3234,1039.2694,1789.8324,90.4682,79.985,28.2984,318.1941,3.062,36.8747,50.2468,3.039,2574.2993,129.6525,39.0618,167.2183,44.0208,4456.6903,1173.0085,8.151,106.9729,24.3413,1580.9142,900.089,99.6863,58.4823,32.2817,36.9751,102.3888,0.4589,0.8719,17.3146,24.5492,-3.575,1778_2,610.0,88.452,1.8034,26.95,independent,R
83.7,53.0196,0.2547,58.3612,83.284,-31.6698,424.0719,81.5929,-42.1172,1076.7339,1932.5044,172.2255,11.5862,42.1703,143.9128,-7.2319,12.9271,27.5138,3.2385,2442.6851,109.8978,28.87,146.6213,52.8678,4426.6287,997.7476,-7.7813,158.8139,43.0803,1389.3446,710.8205,100.1714,13.412,34.4022,46.9888,137.5207,1.1526,0.8434,25.5744,20.535,-2.6812,1779_1,560.0,103.4208,2.0066,25.61,independent,L
85.2,50.1751,0.2679,61.6818,81.8346,-32.9859,432.5017,80.4042,-43.5755,1138.9967,1879.511,179.8692,21.2057,38.7067,237.2785,-2.5464,20.4833,42.8829,3.221,2408.0042,108.2534,29.7245,147.5378,53.5663,4379.3845,1027.4042,-7.7322,164.9984,44.1387,1317.2652,735.007,102.2741,16.0762,34.2258,49.5324,138.6057,1.0121,0.839,25.6711,20.6582,-1.7515,1779_2,560.0,103.4208,2.0066,25.61,independent,L
83.5,52.4598,0.25,70.1692,87.5874,-32.1231,429.9167,81.1765,-43.149,1052.6958,1892.4459,233.1741,12.8983,27.8299,117.9533,-6.3792,12.0483,14.7937,3.2021,2481.4101,112.5474,30.4804,149.9542,54.8273,4552.2199,1013.8102,-8.3972,101.2203,39.3,1353.5199,691.4854,100.9391,17.5378,45.2988,48.5154,132.9793,1.6862,0.8329,29.5908,19.7383,-2.7172,1779_3,560.0,103.4208,2.0066,25.61,independent,L
73.8,48.0258,0.2547,84.2161,134.718,-34.4529,265.6974,58.5281,-32.9702,1159.9114,1853.3581,137.1644,36.7212,19.8519,619.378,13.8185,51.3042,61.4537,2.6374,2605.4428,141.3085,21.9465,148.5305,22.7319,4149.3097,1001.1339,14.8519,101.2814,28.2053,1468.3246,747.2156,185.6267,21.7749,52.0534,16.9501,100.4804,4.2788,0.7798,-7.7226,16.995,-13.6907,1782_1,1027.0,97.524,1.8288,18.64,high_school,L
74.0,44.1863,0.25,89.6884,135.9314,-37.5594,259.423,59.8485,-33.5346,1043.0076,1853.6931,151.1729,32.2769,35.3785,589.7174,5.6822,46.7291,57.8819,2.8019,2591.9443,142.3793,22.6311,153.6974,29.7572,4072.0463,960.137,16.6759,87.5519,31.7303,1445.1869,785.4462,198.9583,23.6054,55.7536,23.5461,87.6489,3.4574,0.8232,-4.4021,16.4532,-12.6577,1782_2,1027.0,97.524,1.8288,18.64,high_school,L
74.3,52.8871,0.3036,84.4927,134.0927,-26.0916,268.5108,61.3009,-33.1423,959.9945,1650.1759,140.7174,21.4057,40.2696,505.5088,-2.3897,30.6997,44.9944,2.8207,2601.4751,141.9602,22.0737,152.8364,26.6915,4324.9785,957.2934,13.3391,68.565,26.1806,1497.1549,823.068,213.7789,21.9744,46.628,22.7658,89.2689,4.2096,0.8109,-5.542,20.1645,-14.2002,1782_3,1027.0,97.524,1.8288,18.64,high_school,L
75.2,44.3145,0.3275,88.0085,135.6484,-35.9249,274.5438,58.6577,-37.7311,1123.6639,1917.2543,164.4132,35.4785,32.0638,645.0053,11.3432,53.4832,63.1236,2.7291,2610.5142,142.2926,24.0099,152.614,27.5039,4271.1398,999.367,14.1785,104.6792,29.9176,1428.6222,770.1532,193.336,18.5284,50.2094,20.1123,89.4573,2.9129,0.8095,-9.1043,16.0317,-15.5914,1782_4,1027.0,97.524,1.8288,18.64,high_school,L
79.6,50.9842,0.3393,38.5604,120.2217,-6.9844,351.8777,85.8389,-28.6803,837.8567,1569.6866,91.8111,68.7058,65.2179,267.35,-1.5394,44.5,52.3332,3.0566,2302.1704,120.4402,28.2834,178.3174,64.7362,4387.4938,1027.4269,6.504,131.7287,4.4402,1532.0731,871.3413,89.7546,65.7544,19.8179,47.6267,92.9794,1.8608,0.8648,21.6163,31.3846,-7.6199,1783_2,890.0,90.2664,1.8034,20.34,college,R
79.8,55.1725,0.2679,40.4374,120.9228,-7.0647,353.4227,84.9496,-30.0126,836.1282,1490.6009,93.0269,73.7325,61.1967,244.6332,-0.1183,46.5042,54.861,3.093,2249.106,120.9228,28.0211,178.24,63.5227,4342.7952,1024.9545,4.4368,135.8115,8.0159,1485.0936,839.8212,90.8045,62.9657,22.1984,44.4896,90.5497,3.8914,0.8757,23.6613,31.9885,-7.7061,1783_3,890.0,90.2664,1.8034,20.34,college,R
80.2,49.3606,0.3639,41.3926,121.0949,-5.1306,357.8211,89.2505,-25.4244,851.7427,1511.2639,98.5535,73.6435,61.1819,263.8579,-1.6009,45.7303,52.78,3.093,2308.8393,122.609,28.7584,178.5277,65.0943,4360.3885,1018.6888,6.1653,105.9419,4.6704,1585.0669,893.0499,85.7199,62.53,18.5819,48.7996,91.3272,5.0523,0.8934,23.8295,30.1629,-7.3686,1783_4,890.0,90.2664,1.8034,20.34,college,R
80.6,51.8302,0.3275,41.6031,123.0834,-7.6871,352.8601,84.8187,-28.2557,870.8321,1649.4645,95.3227,73.3617,63.5283,210.8508,-4.8082,42.3416,52.1884,3.1482,2282.7531,123.1708,27.0269,177.902,62.7989,4387.7032,1036.5796,5.2617,124.9652,1.8766,1572.5576,881.1798,95.9327,75.186,21.7388,44.5131,93.3055,3.7124,0.8867,23.9349,32.9013,-7.6086,1783_5,890.0,90.2664,1.8034,20.34,college,R
81.1,38.0565,0.3275,60.6241,112.7673,9.8891,310.6418,54.7009,-77.518,1120.7391,1963.1937,82.3294,27.6266,31.399,383.4485,3.5412,35.8386,24.7263,3.1657,2169.5931,118.7212,25.7179,168.4869,61.5447,4408.0326,1103.4559,1.1364,349.5855,22.6578,1486.9125,777.5136,91.3406,117.3744,40.8479,27.2286,98.3314,3.7352,0.8048,8.3096,27.7197,4.4361,1808_1,538.0,98.4312,1.8288,24.51,independent,R
80.8,39.6285,0.3036,58.3121,112.8115,7.2863,312.4969,54.125,-80.2728,1102.1394,1863.4634,101.4482,17.5393,37.5098,390.7169,0.4074,32.4422,23.3942,3.1833,2193.8161,117.5034,27.4708,168.1608,65.384,4483.7361,1100.012,2.5861,312.5025,26.0343,1510.0638,802.8671,83.3262,129.2909,36.7145,28.7477,99.653,3.3958,0.8179,8.7591,27.1421,5.4572,1808_2,538.0,98.4312,1.8288,24.51,independent,R
81.3,36.1146,0.3393,59.0167,115.2724,7.2576,299.1416,54.7454,-81.8133,1103.6403,1870.2117,85.2595,19.5071,35.6452,324.2292,1.5471,34.7056,22.9496,3.2021,2120.427,118.242,26.7585,168.5074,63.3806,4321.9842,1072.1819,4.2201,298.4829,26.9433,1483.6668,792.3911,93.9739,143.0268,40.6035,24.3497,101.0514,3.8004,0.8217,8.3529,27.1349,6.701,1808_3,538.0,98.4312,1.8288,24.51,independent,R
81.2,42.9235,0.3214,58.8537,118.129,9.5007,304.6103,54.0845,-81.1559,1114.6654,1978.6942,112.832,26.489,36.2425,381.4091,2.7133,38.7922,23.2713,3.1833,2181.9336,122.2713,26.0,168.3182,60.7751,4362.3438,1106.216,1.6647,293.099,25.6962,1450.9076,772.8582,94.5069,132.7205,39.7957,21.8072,98.7244,4.8165,0.8089,8.229,29.3041,8.72,1808_4,538.0,98.4312,1.8288,24.51,independent,R
81.2,39.9883,0.3214,61.6792,118.1499,1.9371,295.7353,57.7578,-79.6578,1060.1505,1876.6346,76.0817,15.3137,33.6659,324.0128,3.5234,39.8261,29.581,3.2021,2173.5374,120.1453,27.0232,167.7306,61.6435,4491.4238,1086.8808,2.7376,268.6181,32.4981,1515.3371,753.7817,124.0339,139.4321,44.0752,21.1413,98.1326,4.0023,0.8007,9.4922,30.0307,11.5784,1808_5,538.0,98.4312,1.8288,24.51,independent,R
89.3,49.1795,0.2679,62.222,116.6162,5.0495,374.9476,83.7519,-53.4041,926.5159,1633.8053,70.967,70.5633,37.3881,516.7831,12.47,54.1008,57.4421,2.9649,2255.5707,118.2906,33.9563,173.4894,60.7649,4468.8557,1165.8554,3.3127,476.0903,30.4538,1448.7421,663.12,113.5999,138.6209,40.7496,55.3765,107.8981,-1.1692,0.8354,25.024,14.9913,-3.4517,1826_1,283.0,91.1736,1.905,24.43,college,R
88.9,48.1751,0.2679,67.3371,117.8209,-4.5464,380.6668,73.2872,-67.2337,1038.8812,1704.4688,69.9578,56.4538,27.4053,496.1035,20.5175,50.748,51.7169,3.0026,2318.8106,122.0207,35.0855,175.3444,57.5393,4542.3335,1207.0944,4.5168,447.0165,35.5682,1469.7426,688.0237,135.5967,161.4858,37.9736,44.9411,108.6093,-1.2447,0.8522,24.5465,16.545,0.4393,1826_2,283.0,91.1736,1.905,24.43,college,R
88.8,45.5249,0.3639,72.0086,113.9127,0.5946,390.2668,81.3312,-59.0975,971.468,1639.0619,67.9354,75.14,33.5869,563.6754,19.5062,50.3825,57.1347,3.039,2353.3597,121.2299,34.672,177.2152,58.3127,4539.1108,1204.4006,1.5748,491.6041,29.7618,1539.6006,703.3474,166.605,145.127,44.6361,49.9945,110.2144,-2.9005,0.841,27.7875,16.5033,-2.2615,1826_3,283.0,91.1736,1.905,24.43,college,R
89.6,45.3197,0.3214,66.2316,120.9165,-0.6379,393.9637,78.4776,-63.0691,929.4998,1633.893,72.3599,69.8898,33.4057,579.2704,19.5598,45.6945,59.6457,3.0741,2347.6754,122.7856,33.8101,174.953,55.3313,4607.1953,1200.3848,2.9567,493.1426,29.9519,1521.0026,684.7285,128.5381,135.9313,41.3851,50.9565,108.9444,-2.9037,0.8372,27.7713,15.0138,-2.4735,1826_4,283.0,91.1736,1.905,24.43,college,R
