pitch_speed_mph,arm_slot,cog_velo_pkh,elbow_absorption_fp_br,elbow_flexion_fp,elbow_pronation_fp,elbow_transfer_fp_br,glove_shoulder_abduction_fp,glove_shoulder_external_rotation_fp,lead_grf_x_max,lead_grf_z_max,lead_hip_absorption_fp_br,lead_hip_transfer_fp_br,lead_knee_absorption_fp_br,lead_knee_extension_angular_velo_max,lead_knee_extension_from_fp_to_br,lead_knee_generation_fp_br,lead_knee_transfer_fp_br,max_cog_velo_x,max_elbow_extension_velo,max_elbow_flexion,max_rotation_hip_shoulder_separation,max_shoulder_external_rotation,max_shoulder_horizontal_abduction,max_shoulder_internal_rotational_velo,max_torso_rotational_velo,pelvis_anterior_tilt_fp,pelvis_lumbar_transfer_fp_br,pelvis_rotation_fp,rear_grf_mag_max,rear_grf_x_max,rear_hip_generation_pkh_fp,rear_knee_transfer_pkh_fp,shoulder_generation_fp_br,shoulder_horizontal_abduction_fp,shoulder_internal_rotation_moment,stride_angle,stride_length,torso_anterior_tilt_mer,torso_lateral_tilt_br,torso_lateral_tilt_fp,session_pitch,user,session_mass_kg,session_height_m,age_yrs,playing_level,p_throws
89.1,47.0958,0.3275,69.8176,116.9978,-3.4884,395.5722,77.5903,-62.3794,951.3682,1673.7016,70.7694,63.6005,32.376,461.091,17.0236,48.3874,49.8025,3.093,2343.7238,120.6011,34.4955,176.0887,57.3215,4599.3673,1215.3875,2.4785,455.6695,32.1055,1544.6939,703.4022,175.8921,151.1839,42.8563,48.3001,109.5413,-2.132,0.8551,29.1303,16.3154,-0.5415,1826_5,283.0,91.1736,1.905,24.43,college,R
83.5,35.6479,0.3214,55.5125,78.8024,-9.8121,273.1541,75.8508,-10.3047,1423.2675,1876.0249,94.919,39.8474,2.8154,384.3579,19.72,20.483,29.163,3.039,2480.5206,112.7399,23.0931,166.0445,46.7817,4646.7217,959.3769,18.9648,217.3214,15.4852,1507.8755,717.404,160.7842,85.8654,31.6018,45.7169,98.6564,2.5951,0.8533,5.961,14.5033,-13.5896,1830_1,1062.0,84.3696,1.6764,21.88,college,R
83.4,39.5801,0.31,53.5167,80.0113,-10.5789,270.1906,76.8489,-9.1406,1443.8436,1881.9851,100.4641,38.0929,5.5542,384.4503,16.8386,20.7751,29.8467,3.1105,2425.2377,111.632,23.8003,166.7035,47.5511,4631.7266,977.37,16.8136,378.2191,16.8551,1498.9259,751.5376,141.4283,117.6495,30.5764,46.1776,99.5488,1.9704,0.8641,6.0972,18.2793,-13.5201,1830_2,1062.0,84.3696,1.6764,21.88,college,R
83.4,37.3521,0.3036,52.5061,79.6697,-11.055,271.9977,77.3693,-7.5028,1382.0597,1887.6935,87.0207,30.7896,6.3058,374.0291,18.6323,19.5576,27.1848,3.0377,2492.5278,114.8857,23.6195,164.9287,49.8113,4660.3017,961.7443,17.3545,356.5861,18.7406,1545.4267,700.5936,155.0097,114.0359,32.664,46.7227,96.2558,0.3569,0.8638,5.6092,15.0817,-13.8144,1830_3,1062.0,84.3696,1.6764,21.88,college,R
83.7,40.3695,0.3036,53.8451,79.566,-8.4747,278.8733,75.876,-3.7194,1410.1355,1941.6583,93.6562,42.7776,7.1297,483.8725,20.1745,16.2105,34.9637,3.0754,2440.9564,112.6992,23.7856,166.4415,47.1233,4633.6098,977.4161,13.9223,219.615,20.4949,1491.862,744.8279,170.3423,82.7308,32.608,46.0959,96.2977,1.0414,0.8559,5.4153,18.1322,-14.4607,1830_4,1062.0,84.3696,1.6764,21.88,college,R
83.5,37.0607,0.3275,61.4597,81.411,-8.2647,276.0178,74.5138,-7.3655,1440.5899,1900.1728,96.8691,36.0829,4.8106,417.7725,20.1994,17.6218,30.102,3.093,2489.9749,114.2058,23.6546,165.8914,48.326,4612.4496,992.7994,18.9143,398.2818,15.5129,1506.463,737.3079,139.7587,107.3555,39.2271,46.5204,98.0861,0.7415,0.8513,5.2322,19.0758,-13.1496,1830_5,1062.0,84.3696,1.6764,21.88,college,R
87.5,53.8702,0.2372,67.2289,115.3641,20.5602,342.1627,73.2475,-44.3258,1159.3554,1852.5444,55.8146,45.0171,11.1545,412.5226,10.6319,31.0855,45.542,3.2021,1842.7552,119.1937,38.5789,179.0422,36.445,3980.3066,1032.5166,11.5802,106.3332,38.8595,1570.4901,855.7741,192.9596,63.401,49.2372,33.9739,111.2668,5.5059,0.8283,16.7025,27.5141,-1.3526,1845_1,1068.0,92.5344,1.905,20.22,college,R
87.0,49.1125,0.2143,72.8508,115.4421,29.4882,338.676,72.818,-48.8534,1038.1915,1780.1015,52.499,39.8162,14.0125,345.4622,10.9272,39.8494,37.7068,3.2021,1771.588,119.7605,42.0207,179.9083,36.1481,3933.2137,1013.0557,7.3499,132.23,37.042,1580.3399,854.9015,190.7493,66.2455,52.6749,35.8933,111.3382,5.6706,0.7956,13.2253,30.4608,-3.9673,1845_2,1068.0,92.5344,1.905,20.22,college,R
87.5,50.9332,0.2008,73.2467,111.8661,26.0784,345.9652,75.9084,-51.4851,1104.2355,1753.2,64.0321,39.7768,18.6992,382.3782,12.7142,47.1667,46.4555,3.1657,1861.7173,120.0207,40.8003,181.3588,37.0128,3939.1491,1042.6346,7.6587,122.0318,34.4314,1555.9858,869.1611,192.9268,68.1015,47.5673,35.8821,110.617,5.9108,0.8036,15.5821,32.3942,-4.6259,1845_3,1068.0,92.5344,1.905,20.22,college,R
90.9,47.0357,0.4821,41.1754,126.9465,-14.161,317.1376,76.364,-56.613,936.7488,1645.3522,30.9241,72.2771,7.4998,416.7292,20.5696,30.7333,36.8638,2.7291,2768.6977,129.686,35.1037,169.1149,43.9851,5059.2718,1057.9016,-1.1419,200.4631,45.7475,1467.882,643.6715,158.4645,53.822,30.474,39.7746,102.927,-3.5993,0.7885,29.4466,21.8388,4.2254,2653_1,1466.0,77.112,1.905,19.73,college,R
89.4,42.1975,0.5357,47.1458,125.9624,-17.0372,325.6417,73.6826,-58.8294,906.0708,1618.3069,60.9101,81.3986,7.7036,378.8424,25.3516,40.2592,48.6824,2.7466,2760.231,127.9073,36.2819,170.1366,40.102,5016.0437,1102.6302,-0.7264,170.152,46.661,1575.5093,708.2517,165.464,55.126,29.6896,38.065,108.6412,-7.041,0.7896,29.7178,21.1596,4.5228,2653_2,1466.0,77.112,1.905,19.73,college,R
89.1,45.7215,0.4906,44.0985,124.6393,-17.1179,337.3392,72.3358,-61.8637,875.6933,1737.8333,56.6826,69.8818,9.6368,422.7694,23.9402,37.1516,52.5606,2.7466,2745.3445,125.3406,35.6802,168.7091,38.9508,5031.3604,1114.3282,-0.1726,172.3218,47.4946,1546.4027,688.2252,172.5427,59.7293,29.0089,38.0229,105.5945,-6.0325,0.7845,30.7441,20.3959,5.5579,2653_3,1466.0,77.112,1.905,19.73,college,R
87.8,46.2776,0.5357,45.1766,121.0155,-14.5461,320.0665,79.2696,-56.0403,850.9311,1491.7378,58.8559,54.6405,4.4896,311.8432,14.4352,35.5503,29.3409,2.911,2790.17,127.1704,36.9074,172.2374,43.6867,5012.3107,1046.1467,0.0266,157.6048,42.5746,1567.1944,749.8723,157.4822,59.8076,28.2625,39.6355,105.51,-5.4023,0.8073,29.6404,20.9022,2.9694,2653_4,1466.0,77.112,1.905,19.73,college,R
87.7,46.9798,0.5458,34.6719,125.1408,-13.0052,335.4136,70.5768,-62.1175,973.6668,1749.2766,30.4748,65.9589,12.0214,445.7115,22.7889,35.1136,54.6471,2.8922,2750.0514,126.1491,34.1255,170.2402,38.4993,5027.7723,1109.1629,2.7368,189.7897,44.4111,1581.7856,744.5858,170.2986,63.6512,17.4616,37.5801,106.7493,-2.6198,0.7994,28.9288,17.8939,4.0317,2653_5,1466.0,77.112,1.905,19.73,college,R
84.8,39.5298,0.473,49.1504,110.1734,3.0606,318.0457,86.3993,-52.1137,1404.3404,2171.4094,117.1084,21.4096,32.0234,355.8392,-1.736,23.0388,35.6869,3.2749,2694.8641,116.6795,31.2092,148.6946,34.2628,4562.2864,1081.9818,7.1507,103.1335,24.8719,1828.1887,978.3086,117.4798,31.9711,24.3777,31.4313,137.7647,2.5393,0.9053,1.7711,15.1311,-12.5182,2655_1,1005.0,94.3488,1.8034,19.58,college,L
85.8,38.5959,0.4464,69.7105,113.1585,-5.4443,337.9234,86.098,-48.1974,1730.0625,2520.5162,131.254,44.3427,29.8284,528.4708,9.1445,29.8527,75.2851,3.3477,2683.1611,117.7623,31.3191,149.7039,32.8399,4589.4152,1122.3892,7.1755,102.0182,31.8917,1793.0687,984.476,132.3321,36.854,37.9599,27.9093,144.1023,2.0899,0.9313,1.1464,18.889,-9.1591,2655_2,1005.0,94.3488,1.8034,19.58,college,L
85.1,42.7391,0.4821,64.1584,111.4989,0.2803,323.9869,86.0398,-47.7687,1637.7463,2476.5257,155.4805,6.6809,24.0319,329.093,0.6994,14.4098,4.9129,3.438,2692.7189,118.3477,31.3703,149.0441,34.4179,4505.1163,1106.362,6.5233,91.3219,31.0387,1823.7659,994.23,119.3834,43.181,28.5034,30.4417,139.5388,3.1384,0.9312,2.8073,18.4271,-9.3477,2655_3,1005.0,94.3488,1.8034,19.58,college,L
84.8,45.0175,0.4643,61.8589,110.9404,6.1137,327.6652,86.7566,-56.7596,1575.4029,2163.3319,126.7702,21.2017,53.7227,448.2007,-0.1195,39.2782,42.9652,3.4029,2784.6461,120.9702,31.8298,149.2454,33.0231,4521.2909,1091.5039,3.305,120.3031,24.3726,1837.1459,1041.6968,98.599,42.2531,20.9129,32.0284,133.8652,1.6619,0.9212,3.2106,21.2678,-13.0426,2655_4,1005.0,94.3488,1.8034,19.58,college,L
84.9,40.4818,0.4821,64.5639,111.9059,-2.8408,324.8879,87.1847,-45.1905,1821.3069,2684.0869,137.6396,39.2351,38.4672,508.7172,3.9342,29.3364,79.6063,3.3652,2718.2645,118.9986,32.7657,149.3529,33.5248,4572.3939,1129.0045,7.9057,70.5107,32.4961,1903.4409,1049.0244,170.9509,63.7278,32.6322,26.9374,143.2651,4.0617,0.9575,0.185,21.9508,-9.5988,2655_5,1005.0,94.3488,1.8034,19.58,college,L
81.8,46.5103,0.5179,17.9879,94.1923,4.2468,301.5507,61.4117,-67.5066,844.9474,1485.5071,108.0344,23.0691,22.5902,482.6874,1.4099,23.0002,41.4862,3.2924,2579.6865,116.7137,24.8662,155.6044,25.6746,4740.3743,969.8078,2.1066,119.2945,24.5528,1601.3409,931.6203,186.9672,42.4201,13.9446,23.7765,110.1885,-0.9307,0.8453,11.0372,17.9266,-11.7084,2730_1,976.0,89.8128,1.8796,21.57,college,R
82.6,41.9528,0.5179,16.8478,88.3892,2.0847,294.9549,62.3738,-64.6474,833.6612,1574.2669,119.2373,23.4437,30.4726,368.5231,-6.0784,20.0227,22.6346,3.4568,2638.8043,117.365,25.0339,155.9367,24.802,4680.6146,993.1391,-0.8904,101.572,11.1868,1606.4774,993.0587,233.518,59.9262,6.6423,24.7099,108.8954,2.0169,0.8524,14.2472,16.2463,-16.2047,2730_2,976.0,89.8128,1.8796,21.57,college,R
82.8,42.2863,0.473,17.5964,93.3705,1.1479,303.2871,56.1175,-60.0123,895.7846,1495.0725,105.2369,25.0796,17.4218,437.5334,9.1039,25.4503,43.0757,3.4029,2556.3146,112.7129,24.5123,155.0093,23.0785,4654.8968,1019.0478,1.938,94.6279,23.2934,1645.9061,895.5367,253.5941,54.6115,8.2651,20.5473,110.5622,-0.1011,0.8481,11.4491,14.9962,-11.4653,2730_3,976.0,89.8128,1.8796,21.57,college,R
81.6,43.9002,0.4555,17.395,91.7221,-4.5628,298.2839,58.673,-64.8578,860.2777,1541.6715,93.0792,18.3287,15.7181,453.1987,3.7138,23.0204,27.8609,3.3841,2606.9518,115.9328,23.2454,153.58,23.4865,4721.8023,1000.6647,-0.4618,110.2288,20.556,1531.598,874.9492,240.0189,54.3653,8.1845,22.3504,106.7179,-1.6618,0.8432,12.1062,15.2347,-14.8162,2730_5,976.0,89.8128,1.8796,21.57,college,R
87.9,35.8602,0.3036,50.5552,101.2794,29.2045,331.7215,109.6058,-61.5131,1003.9885,1756.6407,160.838,75.1319,13.9106,235.9177,13.0116,40.5619,38.241,3.0377,2848.9779,118.9987,39.1023,187.2702,67.4161,5112.3109,1074.0838,16.5792,103.5914,32.108,1420.2288,851.6019,127.7956,58.7981,17.8262,57.0264,118.6596,-5.1724,0.8929,32.7823,11.5137,-0.9776,2734_1,359.0,87.9984,1.8288,20.99,college,R
88.1,35.243,0.3214,54.7743,95.9997,32.791,338.4705,109.8339,-64.6797,977.2357,1658.5543,178.5457,62.257,20.7262,229.6293,8.2178,38.8046,23.7832,3.0566,2872.2753,120.8038,41.9362,188.6939,65.0583,5143.489,1180.9339,13.4463,114.3915,24.8348,1425.3778,892.0886,132.9006,61.9592,16.4236,52.9095,117.3717,-4.3332,0.9245,31.2488,15.5171,-0.0753,2734_2,359.0,87.9984,1.8288,20.99,college,R
87.8,42.9899,0.3036,42.0912,99.1794,33.2052,331.0454,109.0027,-65.2588,1036.5166,1732.5574,170.5517,81.9483,16.3546,260.1197,13.4356,40.2504,36.1079,3.0754,2872.7055,121.1164,36.2088,191.2588,73.4536,5291.1315,1066.5568,12.657,136.3067,28.1798,1376.846,858.9707,137.2894,57.5093,17.0604,57.736,119.7091,-6.217,0.9088,37.0931,13.5169,-4.1905,2734_3,359.0,87.9984,1.8288,20.99,college,R
88.4,36.3239,0.3036,59.4928,101.0482,29.597,342.4353,106.5133,-62.189,1049.2158,1711.4608,167.5348,65.933,14.3404,291.7084,10.8682,35.1263,38.4057,3.093,2881.3476,121.7196,35.1037,191.0558,69.6705,5112.1364,1071.4013,14.6652,118.8211,30.7255,1368.4012,840.5025,137.1423,61.2853,18.9942,60.4839,113.5975,-5.5425,0.9105,33.6869,8.1061,-2.1848,2734_4,359.0,87.9984,1.8288,20.99,college,R
86.8,38.1505,0.3639,53.8159,94.372,36.047,329.871,107.0387,-72.4337,976.7793,1663.0026,160.6412,76.1348,21.1035,282.0836,12.4626,42.4497,39.6346,3.093,2899.1301,121.0275,36.3886,190.8333,77.3035,5222.6129,1051.4356,14.1038,156.3757,26.3573,1432.1601,874.3347,134.0768,62.1749,25.2407,57.1314,116.598,-6.3556,0.9033,34.3086,11.0915,-3.9831,2734_5,359.0,87.9984,1.8288,20.99,college,R
87.7,33.8441,0.2857,47.6765,84.9359,-4.9891,422.2774,63.28,-44.0571,658.7283,1633.8662,90.8808,8.5089,11.0753,209.8482,-3.8892,4.0564,17.6072,2.5296,2156.3814,103.6172,38.796,168.7007,54.6331,4379.4951,1072.2864,-2.918,42.4193,26.1231,1468.4548,756.9778,292.6092,67.3233,45.6221,39.7782,107.4414,-9.2954,0.7417,-5.4987,12.1903,-16.2699,2742_1,581.0,99.792,1.905,20.46,college,R
87.6,36.5474,0.3086,51.519,85.7486,-4.6143,409.3459,58.1596,-40.7315,698.8003,1654.2859,88.2543,11.9944,6.6618,215.6008,-0.8077,4.1988,17.5536,2.4555,2181.8791,105.2891,36.6081,170.1749,56.7606,4397.4485,1056.8279,-3.4674,14.2661,36.1663,1485.2334,644.9335,300.1488,62.1064,40.7477,28.5215,108.3918,-3.4918,0.7597,-6.0907,11.9136,-17.9933,2742_2,581.0,99.792,1.905,20.46,college,R
87.4,35.0042,0.3214,48.3828,84.9279,-6.9702,404.5925,58.3144,-40.3343,645.0879,1658.4225,96.0236,9.1765,4.7122,192.9474,-0.879,1.6105,18.9923,2.4016,2167.957,103.2428,37.7529,171.3882,59.1649,4484.3394,1052.4441,-3.8505,101.1435,33.672,1728.5362,638.7849,219.1354,70.8549,40.9587,32.4065,104.9296,-2.1078,0.7377,-7.0875,12.0789,-17.2504,2742_3,581.0,99.792,1.905,20.46,college,R
87.8,35.0058,0.3275,45.3971,83.4255,-5.0952,429.038,61.7152,-43.1432,667.8405,1627.8165,112.9374,21.0069,16.7694,229.3954,-2.0547,12.7362,21.7829,2.4016,2247.1257,105.9131,34.7311,173.1169,56.6472,4649.3964,1067.0213,-5.2821,139.1965,15.9798,1525.5267,700.2409,277.7529,61.9567,33.1115,30.6799,103.0797,-8.3614,0.7187,-4.2462,11.5595,-19.0987,2742_4,581.0,99.792,1.905,20.46,college,R
87.1,30.0485,0.31,42.8982,89.4225,-0.7812,381.0441,51.2022,-43.773,693.7665,1730.6601,86.3498,13.4212,1.5433,205.0758,1.8361,4.0862,30.4021,2.3652,2274.1266,104.8506,37.8856,170.3753,54.6208,4524.4119,1058.0327,2.0071,18.7461,50.217,890.3435,594.0491,296.0606,56.3178,28.0243,21.0151,104.5677,-5.1008,0.7317,-5.9302,10.3398,-11.1311,2742_5,581.0,99.792,1.905,20.46,college,R
79.4,49.2142,0.3393,33.3085,85.2064,20.4223,284.3254,71.5243,12.4199,884.2693,1521.0938,95.0645,35.7978,33.841,335.0772,3.4941,24.8569,38.5124,3.0566,1932.819,102.0959,24.2605,174.3232,59.0686,3861.1304,869.8785,10.5222,82.7018,43.4579,1169.6119,657.5959,79.1497,55.6837,32.5808,58.733,85.1923,5.3913,0.8317,15.4594,19.819,-0.124,2753_1,1552.0,84.3696,1.8542,18.94,high_school,L
79.9,49.7865,0.3393,33.5413,84.5054,12.9772,297.7079,66.5251,5.9574,878.4836,1481.8283,114.5646,25.8941,27.5986,251.4859,-1.9903,17.27,36.8331,3.093,2019.3004,104.5342,23.302,176.4702,59.8234,4003.3629,892.4134,10.4072,61.5123,40.0679,1172.3418,677.1062,86.6281,58.8938,31.2173,59.4489,81.5418,10.857,0.8638,17.9335,19.7449,-1.7873,2753_2,1552.0,84.3696,1.8542,18.94,high_school,L
78.8,51.916,0.31,31.2251,84.5454,11.9117,290.8173,71.3797,4.5149,910.3679,1503.1062,102.9874,28.9923,40.8775,275.9676,-2.0842,21.9145,36.1691,3.0566,1879.3362,99.067,25.7115,174.8413,60.5102,3809.7893,906.1005,6.1322,72.7843,40.8865,1107.4711,638.6084,64.6651,56.4544,29.1763,59.9544,85.9652,7.8612,0.8618,16.018,22.4511,-2.4879,2753_3,1552.0,84.3696,1.8542,18.94,high_school,L
80.0,51.3416,0.3827,33.8962,87.1394,13.8902,292.1625,70.6701,6.4585,921.9587,1500.7688,100.8966,35.1662,37.4251,312.1907,1.6853,31.4764,46.3003,3.128,2015.7576,104.4306,22.9046,175.5093,59.9458,3937.144,879.0901,8.1791,83.1285,40.9612,1204.18,687.5941,87.6668,60.0387,28.5927,59.4808,87.6384,6.7711,0.8519,18.0608,22.8442,-0.6015,2753_4,1552.0,84.3696,1.8542,18.94,high_school,L
79.8,49.585,0.345,33.987,90.8799,16.3829,291.5049,70.3695,3.179,921.3932,1490.8569,102.8735,33.527,27.7107,296.0667,5.0177,23.8816,43.461,3.1482,2114.0122,108.0961,23.3818,177.5316,58.6407,3994.4139,889.5147,7.5629,85.8724,42.7385,1209.8172,702.6868,90.4731,59.008,26.2427,57.9123,90.7846,8.6893,0.8469,19.7168,21.6608,0.3517,2753_5,1552.0,84.3696,1.8542,18.94,high_school,L
84.2,37.051,0.3571,55.7421,106.0509,-15.3777,296.5329,69.9812,-43.7197,1113.5616,1767.2446,100.9289,33.524,25.3424,366.243,1.3387,24.5471,27.6558,3.2937,2591.1439,111.1539,20.3609,153.5178,50.3724,4301.4044,1060.7607,2.2933,168.3386,38.2322,1120.5174,697.3622,72.1752,28.3641,34.107,49.0517,97.8489,-0.2852,0.833,15.3253,21.4458,-4.1337,2760_1,1557.0,82.5552,1.8542,20.54,college,R
84.4,36.3294,0.3571,57.5903,105.1519,-18.0644,299.3134,73.2157,-43.643,1004.3205,1584.4389,101.7321,22.737,35.1858,314.6988,-5.7371,19.2955,18.1638,3.256,2644.8731,111.6098,22.6467,155.5062,51.587,4350.7039,1047.3998,2.495,166.5321,39.2323,1108.5707,682.0798,76.5347,30.6495,31.0356,50.1085,100.2462,-2.03,0.8428,16.9366,21.3489,-3.2143,2760_2,1557.0,82.5552,1.8542,20.54,college,R
83.5,35.2439,0.3827,53.1394,104.9483,-17.1004,295.1313,71.7725,-51.0606,1235.3067,1813.0685,105.7609,34.5814,21.8853,349.4657,6.3273,26.3059,29.5068,3.3301,2579.8955,108.4701,20.6227,152.0976,53.5919,4257.9705,1029.2647,3.3331,147.0864,42.7648,1139.3394,680.8409,85.7219,32.6292,27.5167,53.2155,95.6272,0.1101,0.8548,17.5376,20.6455,-0.6232,2760_3,1557.0,82.5552,1.8542,20.54,college,R
83.8,41.3956,0.4178,52.311,104.2549,-19.2034,295.2551,71.2749,-48.326,1292.0146,2136.9298,98.2231,36.1357,24.6267,349.34,4.5926,23.6228,40.4887,3.3113,2620.5279,112.2417,21.3596,155.4616,51.2237,4337.2556,1050.8298,2.5605,160.8636,40.4849,1148.5044,700.5157,76.1618,23.7106,29.5616,50.8564,94.7867,-0.9621,0.8452,18.0473,21.7093,-0.8902,2760_4,1557.0,82.5552,1.8542,20.54,college,R
84.3,40.8743,0.4107,55.039,109.2722,-14.1895,305.1431,69.7221,-43.0867,1053.1617,1790.2315,109.9313,30.5784,24.2821,317.4883,3.1051,30.9263,38.0356,3.2937,2542.295,111.9994,22.016,158.8112,51.3873,4222.856,1084.7454,1.2305,173.8829,36.9737,1177.9453,715.2148,70.7379,28.4887,33.6349,49.5446,97.8103,-1.9759,0.8281,17.5225,21.6771,-3.9789,2760_5,1557.0,82.5552,1.8542,20.54,college,R
79.2,42.9555,0.2143,37.5517,97.2619,16.5108,294.4742,62.3931,-24.3736,930.2381,1706.1191,91.6444,24.7617,24.3944,318.3799,-1.9502,16.1341,29.0993,2.911,2685.6458,116.6106,18.9286,166.276,46.3356,4354.2333,892.8306,6.9453,107.2128,46.4102,1275.2104,611.4053,159.1927,44.6264,8.4579,40.6859,113.0066,-5.9858,0.7803,1.3697,19.4029,-9.2708,2761_2,1558.0,88.9056,1.8542,19.35,college,R
79.7,44.0397,0.1964,43.7641,102.4064,28.7265,309.3259,68.7806,-37.1933,744.9302,1659.0821,100.1649,20.355,27.6336,256.8429,-6.4561,6.9539,23.9112,2.8558,2692.1102,119.8823,22.1352,166.7454,47.029,4125.7486,912.971,6.3957,110.8919,37.2917,1229.1142,596.1653,152.5004,36.6346,12.7308,46.8256,109.5558,-9.6334,0.7577,4.4972,19.2049,-12.7878,2761_3,1558.0,88.9056,1.8542,19.35,college,R
79.7,41.5797,0.1819,49.324,101.5579,20.339,312.5894,70.9236,-40.0789,816.7909,1681.1592,74.7596,25.7598,23.1868,247.7258,-0.7115,18.621,23.9121,2.911,2680.2709,119.9747,19.4437,164.8812,44.346,4248.4413,908.9085,6.809,130.9139,41.3659,1332.0067,629.7506,161.8435,47.0497,10.6937,42.2861,106.6403,-7.1501,0.7567,3.7141,16.8302,-11.8982,2761_4,1558.0,88.9056,1.8542,19.35,college,R
79.4,45.6692,0.2183,37.6477,102.6757,15.8808,300.9329,56.2351,-25.0719,891.5518,1728.8652,96.6023,27.9927,25.4712,310.1418,-3.0789,11.8536,33.1992,2.9838,2712.0085,120.6507,19.1038,166.7919,42.9061,4331.1571,960.9768,7.6164,128.0335,44.4845,1215.5986,668.1117,170.8512,36.3232,4.4245,38.1569,111.1494,-7.556,0.7972,7.4309,20.5395,-6.5179,2761_5,1558.0,88.9056,1.8542,19.35,college,R
79.8,37.6927,0.2679,38.8245,94.9495,6.3985,242.6784,60.0415,-45.7157,863.5813,1505.9888,49.1792,13.2976,11.478,285.9857,0.2954,13.4536,15.2512,2.6738,2975.4531,126.2103,23.0541,150.2214,39.6436,4844.7,1009.5098,5.6307,95.2417,29.0767,1139.8343,574.6197,134.5726,22.7816,20.0669,39.0919,81.7565,-2.7315,0.7756,3.2479,15.9442,-13.724,2806_1,1584.0,82.1016,1.778,20.01,college,L
79.1,37.9041,0.25,39.6608,96.8339,2.9011,248.8765,58.5825,-45.3109,860.4448,1500.0126,47.994,16.441,7.0895,272.9402,2.5262,11.7828,21.3559,2.7291,3024.4464,124.0515,23.8995,150.4431,40.8873,4808.6165,1008.9438,5.2692,84.4078,37.9514,1188.8026,626.003,157.9645,24.5355,17.7133,37.14,85.6446,-4.718,0.7896,2.8841,18.6382,-11.591,2806_2,1584.0,82.1016,1.778,20.01,college,L
79.4,41.2896,0.3393,31.5668,96.3369,7.5078,248.9586,58.5057,-45.2856,880.2724,1488.4624,49.2554,14.399,12.4624,248.6715,1.325,17.6159,16.1642,2.7479,3058.2656,127.7987,23.3644,152.4615,39.3285,4932.2565,1011.153,3.3125,101.5085,25.9152,1187.7337,631.5679,154.6043,21.5034,13.687,38.9496,85.9656,-4.6124,0.7958,2.8702,19.4269,-14.9147,2806_3,1584.0,82.1016,1.778,20.01,college,L
79.1,41.037,0.2722,39.5044,98.6489,8.6601,243.105,58.6857,-47.1271,953.8468,1554.4149,56.0275,21.6279,11.7112,330.3242,2.4108,17.9709,27.018,2.7102,3029.2394,126.0968,21.1409,153.5522,40.1042,4880.6859,989.6901,3.4432,87.0314,29.5817,1216.4037,617.4137,147.6785,23.9996,16.3202,38.4845,85.7731,-3.8132,0.7878,5.3126,20.3656,-12.5217,2806_4,1584.0,82.1016,1.778,20.01,college,L
79.3,41.5291,0.2911,44.0568,95.2022,9.6598,250.2637,60.8577,-44.0691,927.4137,1510.8525,57.6915,19.5961,10.9695,315.5963,3.3888,18.4913,21.0373,2.7291,3089.9938,127.3645,21.5764,151.4551,39.4626,4950.7567,994.3685,2.1338,78.2888,27.1126,1202.2592,653.589,153.7711,21.7937,18.4961,37.8028,85.367,-3.9127,0.7966,4.8676,18.9606,-13.8575,2806_5,1584.0,82.1016,1.778,20.01,college,L
75.8,54.3727,0.0539,44.0546,137.0707,-10.9049,259.0789,68.151,-66.3677,860.6947,1361.8173,51.7435,140.5158,69.8779,528.4875,40.6245,82.8017,90.4634,2.4932,2164.222,137.1134,44.8331,170.0122,24.5404,4479.3124,1049.6915,0.9955,276.8178,5.6478,1129.223,584.3932,45.1199,28.9512,19.4076,-6.5292,76.8784,2.1782,0.7907,23.5838,19.8973,-12.8024,2811_1,1589.0,85.2768,1.9304,18.74,high_school,L
76.4,51.9692,0.0916,50.1774,137.0415,-13.8952,260.9208,67.1209,-65.5304,889.6798,1264.8694,43.3206,147.6615,65.4627,537.0031,39.0615,88.3373,91.3867,2.6011,2233.4454,137.0415,44.8,168.5546,22.7406,4513.7459,1074.9997,-1.1182,284.2847,6.1371,1129.1498,602.7496,60.1446,27.1772,22.6976,-5.7608,76.8364,3.1238,0.7951,24.9435,21.6745,-11.6924,2811_2,1589.0,85.2768,1.9304,18.74,high_school,L
74.9,56.0731,0.0903,59.8826,137.7707,-12.7367,274.9887,70.2266,-70.0111,916.9094,1199.5875,44.6341,147.6646,69.4648,570.4646,43.437,91.7256,90.8236,2.6752,2215.3025,137.8263,43.1511,172.5139,22.2491,4632.6719,1096.0412,-3.5319,269.0327,2.8102,1220.1558,667.5552,69.734,51.7901,20.5309,-4.3524,80.5802,4.5106,0.8111,28.0518,23.1212,-12.3551,2811_3,1589.0,85.2768,1.9304,18.74,high_school,L
75.1,58.1758,0.0715,41.7258,137.2276,-23.1475,251.1233,68.5194,-69.1493,871.8646,1282.2111,58.0657,143.6984,59.2131,569.2768,41.1081,80.0927,91.7494,2.6011,2276.2011,137.3476,45.4415,169.4314,23.1592,4662.4474,1068.0115,-2.1844,233.7527,7.1611,1136.0672,594.6592,65.0506,49.431,18.1832,-3.1728,78.6548,1.7698,0.8087,30.2209,22.7122,-11.3582,2811_4,1589.0,85.2768,1.9304,18.74,high_school,L
